trade_date,ticker,side,setup,impulse_type,signal_time_ist,entry_time_ist,entry_price,sl_price,target_price,exit_time_ist,exit_price,outcome,pnl_pct,pnl_pct_gross,adx_signal,rsi_signal,stochk_signal,avwap_dist_atr_signal,ema20_gap_atr_signal,atr_pct_signal,quality_score,india_vix,stop_price,pnl_pct_price,pnl_pct_gross_price,position_size_rs,leverage,notional_exposure_rs,pnl_rs,pnl_rs_gross
2025-08-25,USHAMART,LONG,B_HUGE_C1_CLOSE_RECLAIM_BREAK,HUGE,2025-08-25 13:45:00+05:30,2025-08-25 14:15:00+05:30,387.32745,385.19714902500004,391.58805194999997,2025-08-25 15:30:00+05:30,387.6000061035156,EOD,-0.44815803331828635,0.3518419666817135,89.989013671875,93.69599914550781,91.1429214477539,2.0616442632941,3.781663634313571,0.004611241886737348,9.481170478481904,0.0,385.19714902500004,-0.08963160666365727,0.0703683933363427,50000.0,5.0,250000.0,-224.07901665914318,175.92098334085674
2025-08-26,GODIGIT,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 10:00:00+05:30,2025-08-26 10:15:00+05:30,362.12757220458985,364.4814014239197,358.8684240547485,2025-08-26 11:34:00+05:30,358.8684240547485,TARGET,3.70000000000004,4.500000000000039,29.621471405029297,25.82086944580078,4.94727087020874,1.3638084927834775,3.110931549608685,0.005206797865582035,0.5429885573125479,0.0,364.4814014239197,0.740000000000008,0.9000000000000079,50000.0,5.0,250000.0,1850.00000000002,2250.0000000000196
2025-08-26,JSWINFRA,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 11:45:00+05:30,2025-08-26 12:00:00+05:30,296.69065,298.61913922499997,294.02043415,2025-08-26 12:49:00+05:30,298.61913922499997,SL,-4.04999999999994,-3.24999999999994,44.41753387451172,32.41687774658203,7.580766201019287,1.5144828132704033,2.5217022483740585,0.005254062267496728,0.7912975004399962,0.0,298.61913922499997,-0.8099999999999881,-0.649999999999988,50000.0,5.0,250000.0,-2024.99999999997,-1624.99999999997
2025-08-26,MCX,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 12:30:00+05:30,2025-08-26 12:45:00+05:30,1542.6914,1552.7188941,1528.8071774,2025-08-26 15:30:00+05:30,1536.0,EOD,1.3687422384022918,2.1687422384022916,55.19662094116211,31.008350372314453,5.08474588394165,1.9646076082403117,2.577737410719006,0.0068512173032729716,0.9538063314420544,0.0,1552.7188941,0.27374844768045836,0.43374844768045834,50000.0,5.0,250000.0,684.3711192011459,1084.3711192011458
2025-08-26,RALLIS,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 12:45:00+05:30,2025-08-26 13:00:00+05:30,363.9272,366.2927268,360.6518552,2025-08-26 14:35:00+05:30,366.2927268,SL,-4.049999999999997,-3.249999999999997,63.97438430786133,24.443946838378906,3.2163026332855225,2.643904091548523,3.0258578973008143,0.0064578801908560645,0.96,0.0,366.2927268,-0.8099999999999994,-0.6499999999999994,50000.0,5.0,250000.0,-2024.9999999999986,-1624.9999999999984
2025-08-26,SWANCORP,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 12:45:00+05:30,2025-08-26 13:00:00+05:30,464.5070861022949,467.5263821619598,460.3265223273743,2025-08-26 13:39:00+05:30,460.3265223273743,TARGET,3.6999999999999877,4.499999999999988,27.060073852539062,42.39274215698242,6.398364067077637,1.7771651134637612,2.299321896330103,0.007479551486359082,0.5769050026442442,0.0,467.5263821619598,0.7399999999999975,0.8999999999999975,50000.0,5.0,250000.0,1849.9999999999939,2249.9999999999936
2025-08-28,IGPL,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-28 12:45:00+05:30,2025-08-28 13:00:00+05:30,432.9134,435.7273371,429.01717940000003,2025-08-28 15:30:00+05:30,432.0,EOD,0.2549454001655113,1.0549454001655112,38.24632263183594,28.128074645996094,7.507503509521484,1.394634472340848,2.6432518724593543,0.005155064492522982,0.6777558721371875,0.0,435.7273371,0.05098908003310226,0.21098908003310224,50000.0,5.0,250000.0,127.47270008275565,527.4727000827556
2025-08-28,JAGRAN,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-28 13:45:00+05:30,2025-08-28 14:00:00+05:30,70.86000366210938,71.32059368591308,70.22226362915039,2025-08-28 15:30:00+05:30,70.9000015258789,EOD,-1.082231595416331,-0.28223159541633125,25.108257293701172,27.581514358520508,7.592341423034668,2.1078697663918047,3.5391332364406316,0.0031506502409882346,0.5866238594055175,0.0,71.32059368591308,-0.21644631908326623,-0.05644631908326625,50000.0,5.0,250000.0,-541.1157977081656,-141.11579770816562
2025-08-28,PRAJIND,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-28 14:15:00+05:30,2025-08-28 14:30:00+05:30,397.6204722045898,400.20500527391965,394.0418879547485,2025-08-28 15:30:00+05:30,395.95001220703125,EOD,1.3005709141392696,2.1005709141392694,23.933347702026367,37.701908111572266,6.142490386962891,1.3700820366456272,1.818055285624327,0.003338103917375881,0.4496673362245966,0.0,400.20500527391965,0.2601141828278539,0.4201141828278539,50000.0,5.0,250000.0,650.2854570696347,1050.2854570696347
2025-08-29,MANAPPURAM,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-29 10:00:00+05:30,2025-08-29 10:15:00+05:30,261.04778610229494,262.74459671195984,258.6983560273743,2025-08-29 10:50:00+05:30,262.74459671195984,SL,-4.049999999999983,-3.2499999999999822,23.586429595947266,27.726613998413086,8.003353118896484,1.276772875821252,2.89138506924034,0.00537456977473668,0.43723169720792804,0.0,262.74459671195984,-0.8099999999999965,-0.6499999999999965,50000.0,5.0,250000.0,-2024.9999999999911,-1624.9999999999914
