trade_date,ticker,side,setup,impulse_type,signal_time_ist,entry_time_ist,entry_price,sl_price,target_price,exit_time_ist,exit_price,outcome,pnl_pct,pnl_pct_gross,adx_signal,rsi_signal,stochk_signal,avwap_dist_atr_signal,ema20_gap_atr_signal,atr_pct_signal,quality_score,india_vix,stop_price,pnl_pct_price,pnl_pct_gross_price,position_size_rs,leverage,notional_exposure_rs,pnl_rs,pnl_rs_gross
2025-08-28,ABFRL,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-28 12:00:00+05:30,2025-08-28 12:15:00+05:30,79.85000152587891,80.448876537323,79.131351512146,2025-08-28 13:36:00+05:30,79.131351512146,TARGET,3.700000000000011,4.500000000000011,26.87228775024414,30.42933464050293,5.649050712585449,1.9915866798822965,2.6891910817308413,0.008189551902106802,0.6116119852330639,0.0,80.448876537323,0.7400000000000022,0.9000000000000021,50000.0,5.0,250000.0,1850.0000000000055,2250.0000000000055
2025-09-05,KALAMANDIR,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-05 11:45:00+05:30,2025-09-05 12:00:00+05:30,172.0500061035156,173.340381149292,170.50155604858398,2025-09-05 12:27:00+05:30,170.50155604858398,TARGET,3.699999999999984,4.499999999999984,37.34662628173828,32.96609878540039,40.70513153076172,0.8135298866519061,1.3771706938858788,0.009511076157028031,0.5314256590844517,0.0,173.340381149292,0.7399999999999969,0.8999999999999968,50000.0,5.0,250000.0,1849.9999999999923,2249.999999999992
2025-09-12,GMRP&UI,LONG,A_MOD_BREAK_C1_HIGH,MODERATE,2025-09-12 13:00:00+05:30,2025-09-12 13:15:00+05:30,117.05,116.3477,118.33754999999998,2025-09-12 14:18:00+05:30,116.3477,SL,-3.799999999999973,-2.999999999999974,34.304115295410156,65.46128845214844,49.84080505371094,0.8018002215976189,2.1464249516574494,0.005649549571331742,4.432926936227478,0.0,116.3477,-0.7599999999999947,-0.5999999999999948,100000.0,5.0,500000.0,-3799.9999999999736,-2999.9999999999736
2025-09-19,ADANIENSOL,LONG,B_HUGE_GREEN_PULLBACK_HOLD_THEN_BREAK,HUGE,2025-09-19 12:45:00+05:30,2025-09-19 13:45:00+05:30,891.8783522094726,886.5270820962157,901.6890140837767,2025-09-19 14:06:00+05:30,886.5270820962157,SL,-3.800000000000021,-3.0000000000000213,47.797630310058594,79.57401275634766,67.7998275756836,3.008885957119023,2.9454046715084217,0.010601294781528624,8.770811806403863,0.0,886.5270820962157,-0.7600000000000042,-0.6000000000000043,100000.0,5.0,500000.0,-3800.0000000000214,-3000.000000000022
2025-09-26,LYKALABS,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-26 14:15:00+05:30,2025-09-26 14:30:00+05:30,93.95,94.65462500000001,93.10445,2025-09-26 14:52:00+05:30,94.65462500000001,SL,-4.550000000000037,-3.7500000000000377,34.901336669921875,28.556100845336914,1.004338026046753,4.285234585514512,4.65454850257679,0.0033872494645430695,0.7335200500488281,0.0,94.65462500000001,-0.9100000000000075,-0.7500000000000075,50000.0,5.0,250000.0,-2275.0000000000186,-1875.0000000000189
2025-10-03,KSCL,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-10-03 13:00:00+05:30,2025-10-03 13:15:00+05:30,1037.7924,1045.575843,1028.4522684,2025-10-03 15:30:00+05:30,1041.5,EOD,-2.5862917477522274,-1.786291747752227,26.251371383666992,34.212032318115234,5.220897197723389,1.5918155262175258,1.87878399431856,0.00517181927992853,0.526277487559,0.0,1045.575843,-0.5172583495504455,-0.35725834955044544,50000.0,5.0,250000.0,-1293.1458738761137,-893.1458738761137
2025-10-03,FINOPB,LONG,B_HUGE_GREEN_PULLBACK_HOLD_THEN_BREAK,HUGE,2025-10-03 11:45:00+05:30,2025-10-03 13:30:00+05:30,291.0582,289.3118508,294.2598402,2025-10-03 15:07:00+05:30,289.3118508,SL,-3.7999999999999954,-2.9999999999999956,34.54928970336914,83.70641326904297,78.29952239990234,1.708521360100684,4.332105455678837,0.007583899250144101,8.174130516683423,0.0,289.3118508,-0.7599999999999991,-0.5999999999999991,100000.0,5.0,500000.0,-3799.9999999999955,-2999.9999999999955
2025-10-08,WHEELS,LONG,A_MOD_BREAK_C1_HIGH,MODERATE,2025-10-08 13:00:00+05:30,2025-10-08 13:15:00+05:30,898.4796477905273,893.0887699037842,908.362923916223,2025-10-08 13:16:00+05:30,908.362923916223,TARGET,4.699999999999953,5.499999999999953,35.10234832763672,64.96894073486328,73.20362854003906,2.5300644274165944,1.7180771892991347,0.006132799975984496,6.134606752327501,0.0,893.0887699037842,0.9399999999999906,1.0999999999999905,100000.0,5.0,500000.0,4699.999999999954,5499.999999999953
2025-10-08,GMBREW,LONG,B_HUGE_GREEN_PULLBACK_HOLD_THEN_BREAK,HUGE,2025-10-08 12:30:00+05:30,2025-10-08 13:30:00+05:30,755.7510955810546,751.2165890075684,764.0643576324462,2025-10-08 14:03:00+05:30,764.0643576324462,TARGET,4.699999999999983,5.499999999999982,45.46626663208008,70.73609161376953,82.55648803710938,1.8551702589719767,2.409101098257271,0.0065545540948309475,6.675642324381954,0.0,751.2165890075684,0.9399999999999966,1.0999999999999965,100000.0,5.0,500000.0,4699.999999999983,5499.999999999983
2025-10-09,GMBREW,LONG,B_HUGE_GREEN_PULLBACK_HOLD_THEN_BREAK,HUGE,2025-10-09 12:30:00+05:30,2025-10-09 14:30:00+05:30,895.0289455810547,889.6587719075684,904.8742639824462,2025-10-09 14:31:00+05:30,904.8742639824462,TARGET,4.699999999999957,5.499999999999956,38.36222457885742,87.43904876708984,76.77457427978516,1.2312927019704558,5.878412448566806,0.019632800031741927,8.538897381637915,0.0,889.6587719075684,0.9399999999999913,1.0999999999999912,100000.0,5.0,500000.0,4699.999999999957,5499.999999999956
