trade_date,ticker,side,setup,impulse_type,signal_time_ist,entry_time_ist,entry_price,sl_price,target_price,exit_time_ist,exit_price,outcome,pnl_pct,pnl_pct_gross,adx_signal,rsi_signal,stochk_signal,avwap_dist_atr_signal,ema20_gap_atr_signal,atr_pct_signal,quality_score,stop_price,pnl_pct_price,pnl_pct_gross_price,position_size_rs,leverage,notional_exposure_rs,pnl_rs,pnl_rs_gross,p_win,confidence_multiplier,pnl_rs_ml
2025-08-26,RALLIS,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 13:00:00+05:30,2025-08-26 13:15:00+05:30,362.67745,365.397530875,358.3253206,2025-08-26 14:30:00+05:30,364.3500061035156,EOD,-2.9591694457803723,-2.305845184909626,65.1817626953125,22.54052734375,2.530730724334717,4.026222619592554,4.510526326188948,0.0046517576305921,0.96,365.397530875,-0.5918338891560745,-0.4611690369819252,50000.0,5.0,250000.0,-1479.5847228901862,-1152.9225924548132,0.6574199437803061,1.0827996252020409,-1602.093783400159
2025-08-28,WABAG,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-28 13:00:00+05:30,2025-08-28 13:15:00+05:30,1478.2043,1489.2908322500002,1460.4658484,2025-08-28 13:30:00+05:30,1466.8874999999998,BE,3.18254124147403,3.8278876607246657,50.56316757202149,18.95851707458496,3.635973215103149,2.626765672984526,3.772797294180952,0.0047155694978183,0.96,1489.2908322500002,0.636508248294806,0.7655775321449332,50000.0,5.0,250000.0,1591.270620737015,1913.9438303623328,0.6237818803089158,0.8585458687261054,1366.1788174589894
2025-08-29,APOLLOHOSP,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-29 13:00:00+05:30,2025-08-29 13:15:00+05:30,7601.4794,7658.490495500001,7510.2616472,2025-08-29 14:30:00+05:30,7615.0,EOD,-1.5408219238291785,-0.8893400408346717,45.80651473999024,20.68343544006348,2.94502067565918,2.664241563316464,3.1953624629230086,0.002931173892299,0.8970977210998534,7658.490495500001,-0.3081643847658357,-0.1778680081669343,50000.0,5.0,250000.0,-770.4109619145893,-444.6700204173358,0.6125550750749832,0.783700500499888,-603.7714564430638
2025-09-02,ABCAPITAL,SHORT,A_PULLBACK_C2_THEN_BREAK_C2_LOW,MODERATE,2025-09-02 13:00:00+05:30,2025-09-02 13:30:00+05:30,275.19495,277.258912125,271.8926106,2025-09-02 14:15:00+05:30,274.42080612182616,BE,0.7580414674399163,1.40653721693266,40.57211685180664,35.348358154296875,22.483678817749023,1.662311703061435,1.9005156677253443,0.0047861162776502,0.754512084199118,277.258912125,0.1516082934879832,0.281307443386532,50000.0,5.0,250000.0,379.0207337199582,703.26860846633,0.6000614529244747,0.7004096861631645,265.46979315412824
2025-09-04,NAZARA,SHORT,A_PULLBACK_C2_THEN_BREAK_C2_LOW,MODERATE,2025-09-04 10:45:00+05:30,2025-09-04 11:15:00+05:30,278.9442,281.03628150000003,275.59686960000005,2025-09-04 11:45:00+05:30,277.6303877563476,BE,1.7077110575200347,2.3549732234124625,57.60009765625,23.69537734985352,21.962566375732425,1.317601591890629,2.3778796517067424,0.0068612389239786,0.84058027858086,281.03628150000003,0.3415422115040069,0.4709946446824924,50000.0,5.0,250000.0,853.8555287600174,1177.486611706231,0.6401467129288597,0.9676447528590648,826.2288221043331
2025-09-04,ZUARI,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-04 10:15:00+05:30,2025-09-04 10:30:00+05:30,312.03758610229494,314.3778679980622,308.2931350690674,2025-09-04 10:45:00+05:30,307.5198061218261,BE,6.598250383997948,7.239159930861229,42.80166244506836,33.152099609375,19.51917839050293,1.143436946406143,2.0991879342485635,0.0157373382285626,0.7021264022971003,314.3778679980622,1.3196500767995896,1.4478319861722455,50000.0,5.0,250000.0,3299.125191998974,3619.5799654306143,0.6053999573464173,0.7359997156427819,2428.155203181183
2025-09-08,ERIS,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-08 11:00:00+05:30,2025-09-08 11:15:00+05:30,1707.9583888183597,1720.7680767344973,1687.462888152539,2025-09-08 12:30:00+05:30,1720.7680767344973,SL,-4.405202601300571,-3.750000000000036,52.99856948852539,28.06918716430664,36.88888931274414,1.13811970738152,1.852188501602564,0.0057020877599794,0.8017803738718943,1720.7680767344973,-0.8810405202601141,-0.7500000000000072,50000.0,5.0,250000.0,-2202.6013006502853,-1875.0000000000184,0.6294797755203125,0.8965318368020836,-1974.7021898146586
2025-09-08,PARADEEP,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-08 11:15:00+05:30,2025-09-08 11:30:00+05:30,188.1600067138672,189.5712067642212,185.9020866333008,2025-09-08 11:45:00+05:30,186.9591938781738,BE,2.544760483666093,3.19093535514014,42.85135269165039,14.327509880065918,3.76798939704895,2.5995724296419027,4.1409816854419805,0.0106295901741464,0.8527702903747558,189.5712067642212,0.5089520967332186,0.638187071028028,50000.0,5.0,250000.0,1272.3802418330465,1595.4676775700698,0.6055186565792064,0.7367910438613764,937.4783665687609
2025-09-10,RALLIS,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-10 11:15:00+05:30,2025-09-10 11:30:00+05:30,341.18175,343.74061312500004,337.08756900000003,2025-09-10 12:00:00+05:30,338.9638622436524,BE,2.604204795101408,3.2503024507431784,42.843360900878906,19.210325241088867,7.162145614624023,1.1872403466486028,2.5228735450089146,0.007623928008631,0.7104174741766891,343.74061312500004,0.5208409590202816,0.6500604901486357,50000.0,5.0,250000.0,1302.102397550704,1625.1512253715891,0.6054995667622267,0.7366637784148449,959.21167206273
2025-09-11,MINDACORP,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-11 13:00:00+05:30,2025-09-11 13:15:00+05:30,504.59907220458985,508.3835652461243,498.5438833381348,2025-09-11 14:15:00+05:30,508.3835652461243,SL,-4.405202601300626,-3.750000000000036,41.95351028442383,30.78752899169922,22.55739974975586,1.615464728859059,1.912994356259788,0.003167689575347,0.7676586996296821,508.3835652461243,-0.8810405202601252,-0.7500000000000072,50000.0,5.0,250000.0,-2202.601300650313,-1875.0000000000184,0.6033719987083597,0.7224799913890646,-1591.3353687273807
