trade_date,ticker,side,setup,impulse_type,signal_time_ist,entry_time_ist,entry_price,sl_price,target_price,exit_time_ist,exit_price,outcome,pnl_pct,pnl_pct_gross,adx_signal,rsi_signal,stochk_signal,avwap_dist_atr_signal,ema20_gap_atr_signal,atr_pct_signal,quality_score,stop_price,pnl_pct_price,pnl_pct_gross_price,position_size_rs,leverage,notional_exposure_rs,pnl_rs,pnl_rs_gross,p_win,confidence_multiplier,ml_threshold,ml_mode,pnl_pct_raw,pnl_pct_gross_raw,pnl_rs_raw,pnl_rs_gross_raw,pnl_pct_price_raw,pnl_pct_gross_price_raw
2025-08-26,GODIGIT,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 10:00:00+05:30,2025-08-26 10:15:00+05:30,362.12757220458985,364.8435289961243,357.7820413381348,2025-08-26 10:45:00+05:30,361.08,BE,0.5585785240864786,1.0124892434296862,29.621471405029297,25.82086944580078,4.94727087020874,1.3638084927834775,3.110931549608685,0.005206797865582035,0.5429885573125479,364.8435289961243,0.11171570481729572,0.20249784868593723,50000.0,5.0,250000.0,279.2892620432393,506.2446217148431,0.25,0.7,0.25,model,0.7979693201235409,1.4464132048995517,398.98466006177046,723.2066024497759,0.15959386402470818,0.28928264097991035
2025-08-26,RTNINDIA,LONG,A_MOD_BREAK_C1_HIGH,MODERATE,2025-08-26 10:30:00+05:30,2025-08-26 10:45:00+05:30,54.93000106811523,54.51802606010437,55.75395108413696,2025-08-26 11:00:00+05:30,57.67644847869873,BE,17.0221537647808,17.499664573321798,41.411888122558594,89.42911529541016,72.20340728759766,1.9453307941615188,3.258399684802689,0.008586543296083554,7.594197908111365,54.51802606010437,3.40443075295616,3.49993291466436,100000.0,5.0,500000.0,17022.1537647808,17499.6645733218,0.25,0.7,0.25,model,24.31736252111543,24.999520819031144,24317.362521115432,24999.520819031146,4.863472504223086,4.999904163806229
2025-08-26,RALLIS,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 13:00:00+05:30,2025-08-26 13:15:00+05:30,362.67745,365.39753087500003,358.3253206,2025-08-26 14:30:00+05:30,364.3500061035156,EOD,-2.0714186120462603,-1.614091629436738,65.18180847167969,22.540483474731445,2.5307202339172363,4.026213243590523,4.510515822372346,0.0046517684633241565,0.96,365.39753087500003,-0.4142837224092521,-0.32281832588734766,50000.0,5.0,250000.0,-1035.7093060231302,-807.0458147183692,0.25,0.7,0.25,model,-2.9591694457803723,-2.305845184909626,-1479.5847228901862,-1152.9225924548132,-0.5918338891560745,-0.46116903698192524
2025-08-28,PDSL,LONG,A_MOD_BREAK_C1_HIGH,MODERATE,2025-08-28 10:00:00+05:30,2025-08-28 10:15:00+05:30,331.3662477905273,328.8810009320984,336.3367415073852,2025-08-28 10:30:00+05:30,334.3439560852051,BE,2.686294800062342,3.145154070718882,29.737794876098633,78.43855285644531,85.60650634765625,0.9677168882318505,3.2450296160779626,0.00827908582417453,6.152954201050161,328.8810009320984,0.5372589600124683,0.6290308141437765,100000.0,5.0,500000.0,2686.294800062342,3145.1540707188824,0.25,0.7,0.25,model,3.83756400008906,4.493077243884118,3837.56400008906,4493.077243884118,0.767512800017812,0.8986154487768235
2025-08-28,TMPV,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-28 10:15:00+05:30,2025-08-28 10:30:00+05:30,460.85782220458987,464.3142558711243,455.32752833813475,2025-08-28 11:45:00+05:30,464.3142558711243,SL,-3.08364182091042,-2.625000000000021,38.72550964355469,24.019590377807617,11.180718421936035,1.7924296242154412,4.146247041360773,0.0032984787855691055,0.7545578288910224,464.3142558711243,-0.616728364182084,-0.5250000000000041,50000.0,5.0,250000.0,-1541.8209104552097,-1312.5000000000102,0.25,0.7,0.25,model,-4.4052026013006005,-3.75000000000003,-2202.6013006503,-1875.0000000000148,-0.88104052026012,-0.750000000000006
2025-08-28,FIEMIND,LONG,A_MOD_BREAK_C1_HIGH,MODERATE,2025-08-28 10:30:00+05:30,2025-08-28 10:45:00+05:30,2145.429,2129.3382825000003,2177.610435,2025-08-28 11:00:00+05:30,2186.2216486816405,BE,6.19139263303085,6.654812179090596,29.828617095947266,79.1198501586914,94.11538696289062,2.376858287360772,3.7377842388411766,0.009272148006289192,7.9235815271900485,2129.3382825000003,1.23827852660617,1.3309624358181191,100000.0,5.0,500000.0,6191.3926330308495,6654.812179090595,0.25,0.7,0.25,model,8.8448466186155,9.506874541557995,8844.8466186155,9506.874541557994,1.7689693237231001,1.901374908311599
2025-08-28,WABAG,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-28 13:00:00+05:30,2025-08-28 13:15:00+05:30,1478.2043,1489.2908322500002,1460.4658484000001,2025-08-28 13:30:00+05:30,1466.8874999999998,BE,2.227778869031821,2.679521362507266,50.563140869140625,18.95855712890625,3.635953903198242,2.6267735702889285,3.7728086370003693,0.004715555320620776,0.96,1489.2908322500002,0.4455557738063642,0.5359042725014532,50000.0,5.0,250000.0,1113.8894345159104,1339.7606812536328,0.25,0.7,0.25,model,3.18254124147403,3.8278876607246657,1591.270620737015,1913.9438303623328,0.636508248294806,0.7655775321449332
2025-08-29,APOLLOHOSP,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-29 13:00:00+05:30,2025-08-29 13:15:00+05:30,7601.4794,7658.490495500001,7510.2616472,2025-08-29 14:30:00+05:30,7615.0,EOD,-1.0785753466804249,-0.6225380285842701,45.806514739990234,20.683435440063477,2.9450206756591797,2.6642415633164642,3.1953624629230086,0.0029311738922990155,0.8970977210998534,7658.490495500001,-0.21571506933608497,-0.12450760571685401,50000.0,5.0,250000.0,-539.2876733402125,-311.26901429213507,0.25,0.7,0.25,model,-1.5408219238291785,-0.8893400408346717,-770.4109619145893,-444.6700204173358,-0.3081643847658357,-0.17786800816693432
2025-09-01,UBL,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-01 10:00:00+05:30,2025-09-01 10:15:00+05:30,1813.3372111816407,1826.937240265503,1791.577164647461,2025-09-01 10:30:00+05:30,1805.5002755126952,BE,1.0593804010285677,1.5126405983493316,29.275985717773438,27.427438735961914,7.107885360717773,0.9443106104601587,2.847594012584048,0.005790879491260608,0.46439414259712936,1826.937240265503,0.21187608020571355,0.3025281196698663,50000.0,5.0,250000.0,529.6902005142839,756.3202991746658,0.25,0.7,0.25,model,1.513400572897954,2.1609151404990454,756.7002864489771,1080.4575702495226,0.3026801145795908,0.4321830280998091
2025-09-01,SSWL,LONG,A_MOD_BREAK_C1_HIGH,MODERATE,2025-09-01 10:00:00+05:30,2025-09-01 10:15:00+05:30,217.83999328613282,216.20619333648685,221.1075931854248,2025-09-01 10:30:00+05:30,219.5194526977539,BE,2.240081591292447,2.6983603203443414,34.006446838378906,65.3100357055664,57.680091857910156,0.38642394340147806,1.768395530945906,0.00534663749913374,3.6500020001002174,216.20619333648685,0.4480163182584894,0.5396720640688683,100000.0,5.0,500000.0,2240.0815912924472,2698.3603203443417,0.25,0.7,0.25,model,3.2001165589892104,3.8548004576347736,3200.1165589892107,3854.800457634774,0.6400233117978421,0.7709600915269548
