trade_date,ticker,side,setup,impulse_type,signal_time_ist,entry_time_ist,entry_price,sl_price,target_price,exit_time_ist,exit_price,outcome,pnl_pct,pnl_pct_gross,adx_signal,rsi_signal,stochk_signal,avwap_dist_atr_signal,ema20_gap_atr_signal,atr_pct_signal,quality_score,stop_price,pnl_pct_price,pnl_pct_gross_price,position_size_rs,leverage,notional_exposure_rs,pnl_rs,pnl_rs_gross
2025-08-25,INDNIPPON,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-25 13:45:00+05:30,2025-08-25 14:00:00+05:30,788.1423277954102,794.0533952538758,778.6846198618653,2025-08-25 15:00:00+05:30,794.0533952538758,SL,-4.405202601300624,-3.7500000000000124,56.96830368041992,16.82827377319336,1.5935622453689575,4.623860505116184,2.542984808688126,0.0034114971130246763,0.96,794.0533952538758,-0.8810405202601247,-0.7500000000000024,50000.0,5.0,250000.0,-2202.6013006503117,-1875.000000000006
2025-08-26,GODIGIT,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 10:00:00+05:30,2025-08-26 10:15:00+05:30,362.12757220458985,364.8435289961243,357.7820413381348,2025-08-26 11:15:00+05:30,360.94574386596673,BE,0.9835817460142802,1.6317845275192508,29.621471405029297,25.82086944580078,4.94727087020874,1.3638084927834775,3.110931549608685,0.005206797865582035,0.5429885573125479,364.8435289961243,0.19671634920285602,0.32635690550385016,50000.0,5.0,250000.0,491.7908730071401,815.8922637596254
2025-08-26,HINDPETRO,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 10:15:00+05:30,2025-08-26 10:30:00+05:30,385.22292779541016,388.1120997538758,380.6002526618652,2025-08-26 11:15:00+05:30,384.46273773193354,BE,0.33764667139816523,0.9866884972645589,60.59706115722656,29.165782928466797,3.7339155673980713,1.7046961396408729,3.44513626620394,0.0027158902887883343,0.9083218244371527,388.1120997538758,0.06752933427963305,0.19733769945291177,50000.0,5.0,250000.0,168.82333569908263,493.3442486322794
2025-08-26,KPIL,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 10:15:00+05:30,2025-08-26 10:30:00+05:30,1260.2479,1269.6997592500002,1245.1249252,2025-08-26 10:45:00+05:30,1257.1545245361326,BE,0.5785595924223479,1.227288481840541,55.020416259765625,22.7297306060791,14.47008228302002,1.3987663875713086,3.2651106970851065,0.005526730433621535,0.8547841178249789,1269.6997592500002,0.11571191848446959,0.24545769636810819,50000.0,5.0,250000.0,289.27979621117396,613.6442409202705
2025-08-26,BALRAMCHIN,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 10:30:00+05:30,2025-08-26 10:45:00+05:30,570.13595,574.411969625,563.2943186,2025-08-26 15:15:00+05:30,561.2422622680664,BE,7.1594396047291555,7.799620188775674,37.277679443359375,12.503252029418945,3.3662304878234863,1.9290830624534314,3.9878489361632248,0.005472816262795874,0.756754727579741,574.411969625,1.431887920945831,1.5599240377551349,50000.0,5.0,250000.0,3579.719802364578,3899.810094387837
2025-08-26,RTNINDIA,LONG,A_MOD_BREAK_C1_HIGH,MODERATE,2025-08-26 10:30:00+05:30,2025-08-26 10:45:00+05:30,54.93000106811523,54.51802606010437,55.75395108413696,2025-08-26 11:00:00+05:30,57.56074848175049,BE,23.26557242578716,23.946362301841493,41.411888122558594,89.42911529541016,72.20340728759766,1.9453307941615188,3.258399684802689,0.008586543296083554,7.594197908111365,54.51802606010437,4.653114485157432,4.789272460368299,100000.0,5.0,500000.0,23265.572425787163,23946.36230184149
2025-08-26,BANKBARODA,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 11:00:00+05:30,2025-08-26 11:15:00+05:30,237.89999694824218,239.68424692535402,235.04519698486328,2025-08-26 15:15:00+05:30,235.59209815979003,BE,4.206548707544485,4.850564981205651,49.8426628112793,27.856246948242188,27.139278411865234,1.1012946237323993,2.5514680781426513,0.003202679501807625,0.8003665013223593,239.68424692535402,0.8413097415088969,0.9701129962411302,50000.0,5.0,250000.0,2103.2743537722426,2425.282490602826
2025-08-26,CHEMCON,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 11:00:00+05:30,2025-08-26 11:15:00+05:30,219.3699981689453,221.0152731552124,216.73755819091795,2025-08-26 11:30:00+05:30,217.43175613403318,BE,3.773167170564551,4.417746389867331,31.503400802612305,41.73273849487305,6.397289752960205,1.3932363906613785,1.973059410548075,0.004690929589679601,0.5750203509323295,221.0152731552124,0.7546334341129102,0.883549277973466,50000.0,5.0,250000.0,1886.5835852822754,2208.873194933665
2025-08-26,REDINGTON,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 11:15:00+05:30,2025-08-26 11:30:00+05:30,239.34999389648436,241.145118850708,236.47779396972655,2025-08-26 11:45:00+05:30,238.83824386596677,BE,0.42010653039556234,1.0690412441349686,38.73939895629883,27.246437072753906,5.043760776519775,1.5963375930811594,2.31358319190416,0.005310901958102959,0.7204500631336852,241.145118850708,0.08402130607911247,0.2138082488269937,50000.0,5.0,250000.0,210.05326519778117,534.5206220674843
2025-08-26,JSWINFRA,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-08-26 11:30:00+05:30,2025-08-26 11:45:00+05:30,298.24032779541017,300.47713025387577,294.6614438618652,2025-08-26 12:30:00+05:30,297.02773773193354,BE,1.3852265485372959,2.0329076091755938,42.86796951293945,36.79954528808594,13.74048137664795,1.0677195737910299,2.0814912326621933,0.004992593150486347,0.6898704681075221,300.47713025387577,0.27704530970745916,0.40658152183511875,50000.0,5.0,250000.0,692.613274268648,1016.4538045877969
