short_size,long_size,taken,skipped,net_pnl_rs,final_equity,roi_pct,max_concurrent,min_cash,pf_rs,short_pnl_taken_rs,long_pnl_taken_rs
40000,180000,23478,386,31066544.500062983,32066544.500062983,3106.6544500062987,152,738.9491885100724,2.9621573676104584,3669771.7354277098,27396772.76463571
70000,160000,23362,502,30886289.781234708,31886289.781234708,3088.628978123471,152,1634.7444147529313,2.8092567239332595,6407722.113991849,24478567.667243987
20000,190000,23544,320,30773358.546752572,31773358.546752572,3077.335854675257,152,197.95200709358323,3.085770250499823,1824771.9347198384,28948586.612032503
100000,140000,23245,619,30667098.39533255,31667098.39533255,3066.709839533255,152,1436.6723201298155,2.6844575995698223,9191103.17144261,21475995.22388978
50000,170000,23436,428,30553278.954354707,31553278.954354707,3055.3278954354705,152,265.2976817218587,2.90855883271682,4600931.395716738,25952347.558638744
80000,150000,23313,551,30297231.620196294,31297231.620196294,3029.7231620196294,152,566.9797831265023,2.7591567727195088,7353488.746066628,22943742.87412866
30000,180000,23522,342,30177873.575470034,31177873.575470034,3017.7873575470035,152,285.9822387107415,3.0163298622102954,2740617.0159861213,27437256.55948575
60000,160000,23401,463,29966306.19059083,30966306.19059083,2996.6306190590826,152,347.54630186682334,2.8486365233277877,5498223.228267098,24468082.962323852
10000,190000,23565,299,29845473.09733365,30845473.09733365,2984.547309733365,152,2959.3219849206507,3.1513371927264786,910750.9104782545,28934722.186856747
90000,140000,23283,581,29742056.334062383,30742056.334062383,2974.205633406238,152,136.38519712653942,2.71126370388767,8282324.787384629,21459731.546678636
40000,170000,23492,372,29613700.691965126,30613700.691965126,2961.3700691965123,152,72.28072576387785,2.952961359260698,3677740.1059057717,25935960.586058877
70000,150000,23357,507,29350296.976921704,30350296.976921704,2935.0296976921704,152,87.67688476387411,2.7907278228310126,6411728.811025757,22938568.165896155
20000,180000,23566,298,29265669.836284295,30265669.836284295,2926.5669836284296,152,2168.6402148297057,3.076158612358739,1823045.679057263,27442624.15722761
100000,130000,23221,643,29083531.209794383,30083531.209794383,2908.3531209794382,152,434.8238667786354,2.6594499757822154,9191131.312850045,19892399.89694322
50000,160000,23458,406,29063133.256076973,30063133.256076973,2906.313325607697,152,445.2893494105665,2.892713899699033,4600100.09336723,24463033.162711076
80000,140000,23310,554,28742237.46281762,29742237.46281762,2874.223746281762,152,17.840558809693903,2.7362788361301695,7346868.40806769,21395369.05474972
30000,170000,23539,325,28672950.0827277,29672950.0827277,2867.2950082727702,152,259.3965221347753,3.0024358061518654,2741628.9890921894,25931321.093636386
60000,150000,23410,454,28454674.7461232,29454674.7461232,2845.46747461232,152,1208.3562939187977,2.830406447908411,5504404.246552718,22950270.499569748
10000,180000,23571,293,28369114.535136927,29369114.535136927,2836.911453513693,152,5.23033259913791,3.146548853342767,912704.6587611989,27456409.876377843
90000,130000,23270,594,28177245.6792705,29177245.6792705,2817.72456792705,152,567.0323565311264,2.6869613020904386,8277814.984306403,19899430.694964007
40000,160000,23500,364,28067343.252514485,29067343.252514485,2806.734325251449,152,176.19027390773408,2.935774223655846,3674086.984493981,24393256.2680207
70000,140000,23356,508,27802206.163928084,28802206.163928084,2780.2206163928086,152,410.22905136831105,2.7678812569302043,6416963.838395456,21385242.32553349
20000,170000,23569,295,27751471.816672724,28751471.816672724,2775.1471816672724,152,2750.40131370211,3.068325109208488,1824118.9664023626,25927352.85027008
100000,120000,23224,640,27553163.104909196,28553163.104909196,2755.3163104909195,152,1385.9834525682963,2.6345677836560806,9168200.263263842,18384962.84164514
50000,150000,23468,396,27543189.824457385,28543189.824457385,2754.3189824457386,152,35.745636958803516,2.8757528922969327,4606842.454825342,22936347.369632386
80000,130000,23326,538,27264158.65782313,28264158.65782313,2726.415865782313,152,107.81550291879103,2.7171463947701104,7362629.494431378,19901529.1633908
30000,160000,23543,321,27114073.81035813,28114073.81035813,2711.4073810358127,152,1946.8695399308344,2.98748067669084,2738847.310783579,24375226.49957591
60000,140000,23418,446,26905847.211685725,27905847.211685725,2690.5847211685723,152,67.6634421525523,2.807302160647511,5491412.867274898,21414434.344410863
10000,170000,23576,288,26815814.57914725,27815814.57914725,2681.581457914725,152,1307.591221445473,3.139220527197673,912978.3307917954,25902836.248356648
90000,120000,23289,575,26662045.179102074,27662045.179102074,2666.2045179102074,152,138.60647234669887,2.6624604005821646,8270535.279247408,18391509.899855312
40000,150000,23533,331,26612160.795116425,27612160.795116425,2661.2160795116424,152,931.2184300835943,2.923678192211364,3673843.5855496423,22938317.209566247
70000,130000,23356,508,26290150.268313605,27290150.268313605,2629.0150268313605,152,263.41231344046537,2.7485159047705614,6426041.832328658,19864108.435984746
20000,160000,23576,288,26206954.00441336,27206954.00441336,2620.695400441336,152,6073.16466464207,3.051680623401962,1822955.3870554082,24383998.617358338
100000,110000,23223,641,26005306.00231786,27005306.00231786,2600.530600231786,152,275.7079969694605,2.605574307300251,9143293.404711828,16862012.59760522
50000,140000,23462,402,25999212.88539603,26999212.88539603,2599.921288539603,152,935.3825737495208,2.8540560185922894,4596980.296597537,21402232.58879936
80000,120000,23328,536,25738895.80678995,26738895.80678995,2573.8895806789947,152,618.3245547983097,2.6926854519740244,7361778.520836782,18377117.285953023
30000,150000,23563,301,25653044.46335449,26653044.46335449,2565.304446335449,152,120.9519357890822,2.976401351154027,2744726.254448726,22908318.20890624
60000,130000,23427,437,25395740.10913624,26395740.10913624,2539.5740109136236,152,3528.4024184437003,2.787648872672905,5505678.79824659,19890061.31088886
10000,160000,23595,269,25289376.249397334,26289376.249397334,2528.9376249397333,152,288.170552840922,3.128703167650165,911208.1679123195,24378168.08148665
90000,110000,23281,583,25127663.475059096,26127663.475059096,2512.7663475059094,152,1708.488508848357,2.6354084942823985,8264934.69363802,16862728.781420995
40000,140000,23532,332,25058929.82557777,26058929.82557777,2505.892982557777,152,262.8776408197591,2.9053064217171505,3674874.0911930082,21384055.73438489
70000,120000,23367,497,24773208.598834552,25773208.598834552,2477.320859883455,152,530.568387176143,2.7244075400020447,6425658.89401607,18347549.704818975
20000,150000,23604,260,24742062.426509194,25742062.426509194,2474.206242650919,152,126.88048919988796,3.0420028354570787,1825634.7165429713,22916427.709965892
100000,100000,23218,646,24476042.675883807,25476042.675883807,2447.604267588381,152,91.43230569316074,2.577186984454046,9152445.177317955,15323597.498565834
50000,130000,23476,388,24474937.67848816,25474937.67848816,2447.493767848816,152,146.99376755091362,2.833495106018699,4591539.305626883,19883398.37286116
80000,110000,23336,528,24218451.886908207,25218451.886908207,2421.8451886908206,152,2691.840766006615,2.6671253445319496,7358653.678296801,16859798.208610706
30000,140000,23578,286,24111590.826374788,25111590.826374788,2411.1590826374786,152,534.6612099945778,2.9590669443536903,2740795.8420687113,21370794.984306864
60000,120000,23438,426,23871716.083861154,24871716.083861154,2387.171608386115,152,336.15108858817257,2.762911591483133,5499128.1264273,18372587.95743377
10000,150000,23600,264,23788502.363470983,24788502.363470983,2378.8502363470984,152,763.4647478384431,3.1194775347193766,912213.301279054,22876289.06219256
90000,100000,23280,584,23591403.33025256,24591403.33025256,2359.140333025256,152,2377.700541426195,2.6052722130163315,8258934.332003471,15332468.998249672
40000,130000,23529,335,23532954.51993495,24532954.51993495,2353.2954519934947,152,452.3667335367063,2.8822772596530752,3681348.3387895036,19851606.18114485
70000,110000,23377,487,23262808.09388187,24262808.09388187,2326.280809388187,152,629.6519685427193,2.699311536166483,6435978.6844709385,16826829.40941079
20000,140000,23612,252,23175201.34472921,24175201.34472921,2317.520134472921,152,5433.547824801062,3.026696970940426,1824263.4169043978,21350937.92782505
50000,120000,23483,381,22933062.7872399,23933062.7872399,2293.30627872399,152,37.81671966018621,2.807570212969264,4585846.868904503,18347215.918335766
100000,90000,23199,665,22926492.56002317,23926492.56002317,2292.649256002317,152,637.0600820826367,2.5473172800292203,9147006.39165714,13779486.168365443
80000,100000,23334,530,22671710.555045784,23671710.555045784,2267.1710555045784,152,479.5412870948203,2.635838943191486,7352446.306572732,15319264.248472992
30000,130000,23587,277,22580826.819027632,23580826.819027632,2258.082681902763,152,1871.9896554542938,2.9382389072729644,2742486.478196554,19838340.34083113
60000,110000,23440,424,22332711.826343305,23332711.826343305,2233.2711826343307,152,767.6807951300871,2.7369535575280257,5497555.791430488,16835156.034912266
10000,140000,23619,245,22250059.808804803,23250059.808804803,2225.0059808804804,152,1983.4696067320183,3.107063190487233,911549.4173788384,21338510.391426723
90000,90000,23277,587,22044325.426097967,23044325.426097967,2204.4325426097967,152,1217.851493034279,2.57358027139049,8248605.105797948,13795720.32030002
40000,120000,23545,319,22025533.913724422,23025533.913724422,2202.5533913724425,152,1034.3827863518381,2.86268022984687,3668239.100547441,18357294.813176893
70000,100000,23396,468,21770192.416232307,22770192.416232307,2177.0192416232303,152,1405.9429671346443,2.673520968478463,6450577.006530551,15319615.409702027
20000,130000,23625,239,21667353.16151392,22667353.16151392,2166.7353161513925,152,644.5126187758287,3.0080895208361986,1826049.7291120559,19841303.432401687
100000,80000,23199,665,21430466.99949594,22430466.99949594,2143.046699949594,152,643.1331252462696,2.518776237777355,9175883.442047462,12254583.557448475
50000,110000,23489,375,21395097.97087561,22395097.97087561,2139.5097970875613,152,345.9069237188087,2.781193657648933,4590956.505095429,16804141.465780146
80000,90000,23333,531,21141517.333955966,22141517.333955966,2114.1517333955967,152,353.9316250606207,2.6053078627168706,7349995.295157369,13791522.038798084
30000,120000,23603,261,21036745.302319754,22036745.302319754,2103.6745302319755,152,478.3337713787332,2.9161256049091038,2745087.5923565235,18291657.70996366
60000,100000,23443,421,20819905.061053365,21819905.061053365,2081.9905061053364,152,2619.926879243925,2.710404237078193,5508927.348148501,15310977.712904774
10000,130000,23637,227,20761988.98926876,21761988.98926876,2076.198898926876,152,2436.9086291729473,3.0997259595954865,911708.7540463416,19850280.23522284
90000,80000,23258,606,20489190.343330663,21489190.343330663,2048.919034333066,152,99.96224167919718,2.5383538121135496,8229682.402373359,12259507.940957848
40000,110000,23545,319,20466206.243785888,21466206.243785888,2046.6206243785887,152,536.9840873737121,2.8325353820448362,3671503.5921397526,16794702.65164581
70000,90000,23400,464,20226364.820628457,21226364.820628457,2022.6364820628457,152,355.6098077833303,2.640458710827721,6439443.411604283,13786921.409024026
20000,120000,23629,235,20095978.96820284,21095978.96820284,2009.597896820284,152,1587.886624129198,2.9892121408276098,1822741.5881378094,18273237.380065117
100000,70000,23170,694,19898684.471206214,20898684.471206214,1989.8684471206213,151,424.1357010306674,2.4863002605124853,9173563.114757054,10725121.356448852
50000,100000,23503,361,19872720.177194063,20872720.177194063,1987.2720177194062,152,1693.0312716271728,2.7538267179275953,4585737.309596594,15286982.867597703
80000,80000,23333,531,19606204.54185607,20606204.54185607,1960.6204541856068,152,719.661118210759,2.569407805700576,7334076.503169727,12272128.038686413
30000,110000,23613,251,19548671.88663499,20548671.88663499,1954.8671886634993,152,443.5605246537598,2.89901936357318,2746973.5794037487,16801698.30723141
60000,90000,23461,403,19300212.23993602,20300212.23993602,1930.021223993602,152,590.8757435643347,2.6779591003458503,5516944.217591912,13783268.022343732
10000,120000,23646,218,19219726.271586772,20219726.271586772,1921.9726271586771,152,1113.6288802687777,3.088329570271076,911293.2457464377,18308433.02584082
90000,70000,23243,621,18980673.58272624,19980673.58272624,1898.067358272624,152,1171.4318013932789,2.5065076562934494,8258686.836035228,10721986.746691104
40000,100000,23561,303,18962352.491045147,19962352.491045147,1896.2352491045149,152,142.17820901121013,2.810487087658947,3671777.792253295,15290574.698791832
70000,80000,23404,460,18714897.644953646,19714897.644953646,1871.4897644953644,152,24.495693339267746,2.607231306622077,6444955.145642994,12269942.499310715
20000,110000,23656,208,18616895.93875158,19616895.93875158,1861.689593875158,152,1386.360875729937,2.975423345957967,1821895.2718952568,16795000.66685642
100000,60000,23141,723,18401058.297869433,19401058.297869433,1840.1058297869433,141,307.39879599551205,2.4550119162718724,9202087.440408342,9198970.857461253
50000,90000,23511,353,18359164.85560427,19359164.85560427,1835.916485560427,152,106.15332634735387,2.7231610545095584,4590900.183651603,13768264.671952536
80000,70000,23321,543,18059682.132573895,19059682.132573895,1805.9682132573894,152,296.6214452502318,2.530747121175967,7329935.969327891,10729746.163245888
30000,100000,23624,240,18002586.30649668,19002586.30649668,1800.2586306496682,152,1116.7050464751665,2.8699828582096543,2752200.9432830582,15250385.363213956
60000,80000,23466,398,17779309.35462876,18779309.35462876,1777.930935462876,152,153.5310523766093,2.6438544882201014,5519498.275486745,12259811.07914192
10000,110000,23666,198,17701176.120347664,18701176.120347664,1770.1176120347664,152,288.6528579314472,3.0737218712812147,911320.4895067632,16789855.630841263
90000,60000,23228,636,17453381.523632254,18453381.523632254,1745.3381523632256,149,31.603908790275455,2.4682812762728443,8247604.426172657,9205777.097459896
40000,90000,23570,294,17418880.08113359,18418880.08113359,1741.888008113359,152,1156.576610665652,2.7769354174024845,3662321.6733157085,13756558.407817725
70000,70000,23396,468,17169256.269423738,18169256.269423738,1716.9256269423738,152,2738.4419861112256,2.5663412395594603,6442464.537100811,10726791.73232271
20000,100000,23667,197,17087025.490295287,18087025.490295287,1708.7025490295287,152,3998.213089673547,2.9522047572502537,1826798.604913854,15260226.885381792
100000,50000,23105,759,16915637.482962485,17915637.482962485,1691.5637482962484,131,1573.8299725428224,2.4219153347521334,9225108.29144732,7690529.191515323
50000,80000,23525,339,16841685.044809833,17841685.044809833,1684.1685044809833,152,3349.2514922535047,2.6882778930551683,4592516.047593902,12249168.997215828
80000,60000,23313,551,16527845.70072408,17527845.70072408,1652.7845700724079,152,402.4941530593205,2.489239819632045,7323746.777191722,9204098.92353239
30000,90000,23649,215,16518594.738122359,17518594.73812236,1651.859473812236,152,236.96379297610838,2.8453234976545216,2749396.7080906117,13769198.030031934
60000,70000,23477,387,16256047.078413852,17256047.07841385,1625.604707841385,152,693.492236680293,2.605632615076086,5528494.713404193,10727552.36500948
10000,100000,23682,182,16176928.773591444,17176928.773591444,1617.6928773591446,152,158.17325132107362,3.0578302583903354,910711.212054645,15266217.561537199
90000,50000,23185,679,15962503.914816353,16962503.914816353,1596.2503914816355,138,59.0088253126014,2.4339385348049976,8273362.954744203,7689140.960072363
40000,80000,23591,273,15912614.427099515,16912614.427099515,1591.2614427099516,152,213.94731505890377,2.7439515784985407,3664090.0523362504,12248524.374763208
70000,60000,23402,462,15623486.232153654,16623486.232153654,1562.3486232153655,152,3697.45921518479,2.5197609020147334,6414354.345353713,9209131.886799691
20000,90000,23684,180,15552344.019040702,16552344.019040702,1555.2344019040702,152,706.6693636057898,2.9232698927277565,1825253.3739348075,13727090.645106139
100000,40000,23016,848,15328509.478721472,16328509.478721472,1532.8509478721471,120,412.60713515465613,2.377019053451778,9187881.253723316,6140628.2249983745
50000,70000,23537,327,15320410.273657361,16320410.273657361,1532.041027365736,152,425.7786983451806,2.648947130443734,4595533.717802476,10724876.555854756
80000,50000,23293,571,15019169.629513893,16019169.629513893,1501.9169629513892,146,172.79178859654348,2.4480953454191527,7339056.767087872,7680112.862426059
30000,80000,23660,204,14975032.516613614,15975032.516613614,1497.5032516613614,152,1398.0536318511004,2.810196219616007,2747903.2875884864,12227129.22902523
60000,60000,23492,372,14727862.182550935,15727862.182550935,1472.7862182550934,152,913.2765503517585,2.559021648279425,5512250.36404286,9215611.818507925
10000,90000,23700,164,14640572.347009864,15640572.347009864,1464.0572347009863,152,570.8081251134281,3.0357175352369694,910482.8824926552,13730089.464517562
90000,40000,23115,749,14395029.215354443,15395029.215354443,1439.5029215354443,126,214.1124781665858,2.3861453612550414,8261810.763044655,6133218.452310016
40000,70000,23612,252,14379974.465323849,15379974.465323849,1437.9974465323849,152,464.7243113303557,2.7018051572857997,3662204.028631417,10717770.436692335
70000,50000,23392,472,14083397.036996031,15083397.036996031,1408.339703699603,152,832.8704700112576,2.470822000983183,6408911.575637929,7674485.46135786
20000,80000,23715,149,14053319.52988627,15053319.52988627,1405.331952988627,152,3561.836316773377,2.898189621714047,1821973.069582479,12231346.460303929
50000,60000,23560,304,13814031.29948742,14814031.29948742,1381.403129948742,152,352.76340018445626,2.6061981955801348,4592437.744212595,9221593.555274732
100000,30000,22897,967,13757277.637093225,14757277.637093225,1375.7277637093227,109,368.23998286627466,2.335175780957345,9159212.386928245,4598065.250165078
80000,40000,23233,631,13491983.996631306,14491983.996631306,1349.1983996631304,133,37.97697874577716,2.403239243118271,7363586.539311779,6128397.4573196145
30000,70000,23678,186,13446914.65208964,14446914.65208964,1344.691465208964,152,62.73412962310249,2.7714550943138043,2747276.589227331,10699638.062862359
60000,50000,23492,372,13174297.379344141,14174297.379344141,1317.429737934414,152,105.84377668995876,2.503733196893067,5495583.676388169,7678713.7029557945
10000,80000,23726,138,13142047.385193903,14142047.385193903,1314.2047385193903,152,4899.159359303303,3.0190844573399196,911183.9946674829,12230863.390526645
90000,30000,23016,848,12885033.716371873,13885033.716371873,1288.5033716371875,114,388.7804164153058,2.3475817658445632,8282584.7598480545,4602448.956523982
40000,60000,23627,237,12877101.537442878,13877101.537442878,1287.7101537442877,152,2254.6290127849206,2.6599697736813406,3667366.2320493963,9209735.305393403
70000,40000,23354,510,12570585.94169392,13570585.94169392,1257.058594169392,142,254.8541153128026,2.4225194070714835,6436338.091711207,6134247.849982543
20000,70000,23742,122,12522620.613946835,13522620.613946835,1252.2620613946835,152,1379.7254992205417,2.863166022555408,1822563.1729959017,10700057.440951021
50000,50000,23569,295,12267352.531624846,13267352.531624846,1226.7352531624847,152,650.1739475503564,2.5504000134202647,4587681.529297376,7679671.002327408
100000,20000,22716,1148,12188471.348763648,13188471.348763648,1218.8471348763649,107,91.37513386475621,2.2943878417517807,9123394.33961863,3065077.009145064
80000,30000,23148,716,11954912.71255258,12954912.71255258,1195.491271255258,120,181.96694886358455,2.3524994757340076,7350172.738807724,4604739.973744876
30000,60000,23699,165,11945784.920930693,12945784.920930693,1194.5784920930694,152,474.19663523195777,2.7308070285280204,2742130.759130021,9203654.16180065
60000,40000,23476,388,11622546.076924428,12622546.076924428,1162.2546076924427,152,156.58480043464806,2.442878996591526,5491209.857830883,6131336.219093466
10000,70000,23750,114,11609480.730520764,12609480.730520764,1160.9480730520766,152,1126.8689547097893,2.991854006506787,911453.0578927984,10698027.67262812
40000,50000,23642,222,11337074.617226731,12337074.617226731,1133.707461722673,152,249.54237956687575,2.6041171930308176,3664014.2636813424,7673060.353545327
90000,20000,22833,1031,11283189.46444982,12283189.46444982,1128.318946444982,108,1524.390321210376,2.2956022353073133,8222027.879466961,3061161.5849829144
70000,30000,23286,578,11046974.235448206,12046974.235448206,1104.6974235448206,128,645.5110006124014,2.3678009351015654,6449056.916919533,4597917.31852852
20000,60000,23776,88,11028890.825150955,12028890.825150955,1102.8890825150957,152,934.385099069681,2.828182320052747,1822560.1017605553,9206330.723390408
50000,40000,23564,300,10706644.841201909,11706644.841201909,1070.664484120191,152,1742.4339275103994,2.483125629365292,4571081.708621035,6135563.132580863
30000,50000,23722,142,10404441.17082347,11404441.17082347,1040.444117082347,152,825.6950899193762,2.6742896325241423,2735990.549192098,7668450.621631323
80000,20000,22991,873,10384982.142070746,11384982.142070746,1038.4982142070746,108,206.19927253271453,2.2978704856574628,7319895.2811807245,3065086.860890009
60000,30000,23408,456,10121937.532948272,11121937.532948272,1012.1937532948273,137,2286.3358524835785,2.388005912428777,5523526.566233175,4598410.966715027
10000,60000,23781,83,10110618.269701583,11110618.269701583,1011.0618269701582,152,4836.061248985003,2.968438326284391,910482.8824926552,9200135.387209054
40000,40000,23649,215,9792793.474730797,10792793.474730797,979.2793474730796,152,1432.326265898184,2.5370700734390166,3664384.7280415148,6128408.746689232
70000,20000,23160,704,9516301.849203207,10516301.849203207,951.6301849203206,113,594.0735194633016,2.3087665611039894,6454526.843366347,3061775.005836728
20000,50000,23810,54,9493547.86897119,10493547.86897119,949.354786897119,152,2552.3945779965725,2.7763650614303796,1823971.9395166838,7669575.929454496
50000,30000,23548,316,9168501.612319225,10168501.612319225,916.8501612319226,151,1859.8987553534098,2.4080998565026457,4578361.030162028,4590140.582157262
30000,40000,23738,126,8864769.211521765,9864769.211521765,886.4769211521765,152,738.4588917330839,2.606871681107572,2742123.5501120253,6122645.661409693
10000,50000,23817,47,8582095.811048672,9582095.811048672,858.2095811048672,152,836.4929768742295,2.9304216147353306,910854.1708501866,7671241.640198648
60000,20000,23305,559,8578547.549487172,9578547.549487172,857.8547549487173,120,150.00589813105762,2.314419706850961,5516940.7949946355,3061606.75449246
40000,30000,23646,218,8252341.878302714,9252341.878302714,825.2341878302714,152,2459.569119143416,2.456757171900257,3666734.97789234,4585606.900410402
20000,40000,23821,43,7952306.935075017,8952306.935075017,795.2306935075017,152,2903.7411374456715,2.711706488078682,1821087.5240112417,6131219.411063716
50000,20000,23450,414,7649513.100451427,8649513.100451427,764.9513100451427,130,53.2386180057656,2.3313645137559726,4592133.38429229,3057379.716159212
30000,30000,23734,130,7329183.701170913,8329183.701170913,732.9183701170913,152,301.12189387413673,2.5244165170134374,2744773.981872296,4584409.71929853
10000,40000,23839,25,7041883.587415569,8041883.587415569,704.188358741557,152,10052.127713499358,2.878657224338363,910955.0667954074,6130928.520620255
40000,20000,23605,259,6726270.55523883,7726270.55523883,672.627055523883,145,474.0061327110743,2.3622292293036202,3667384.5979456278,3058885.9572932264
