s,l,pnl,roi,pf,taken,skipped,min_cash,max_conc
10000,480000,33756455.55410622,3375.645555410622,7.070186494589895,15797,8067,0.0,104
180000,340000,33750619.84928479,3375.061984928479,6.678560657371417,6913,16951,458.8914742298657,7
120000,400000,33648497.323851444,3364.8497323851443,6.345946816995497,8178,15686,0.0,10
180000,300000,33641809.613647275,3364.1809613647274,6.514409841832022,7243,16621,45.306185415247455,6
100000,440000,33546435.799035717,3354.643579903572,6.369472573401326,8719,15145,0.0,12
140000,480000,33543988.486969944,3354.3988486969943,6.395981617468169,7279,16585,78.0649417443201,8
110000,440000,33494010.066537347,3349.401006653735,6.247245499502541,8371,15493,72.37842963496223,11
160000,280000,33493732.053976238,3349.3732053976237,6.331010820997598,7936,15928,0.0,7
130000,360000,33491386.132136595,3349.1386132136595,6.3392697823863395,8021,15843,39.98448306671344,9
130000,440000,33372385.84082301,3337.238584082301,6.409771452187486,7614,16250,8.716440120129846,9
160000,300000,33359610.753972232,3335.9610753972233,6.323677464431957,7725,16139,47.687509593670256,7
10000,460000,33353850.456732705,3335.3850456732707,6.607983868451805,16009,7855,0.0,104
140000,460000,33350230.648628235,3335.0230648628235,6.426661620293307,7306,16558,22.796742344275117,8
130000,380000,33349443.686383244,3334.9443686383247,6.527673945080283,7862,16002,140.6371731343097,9
170000,300000,33321651.42719889,3332.1651427198885,6.298306918108728,7442,16422,223.6700460407883,6
140000,360000,33310804.05388599,3331.0804053885986,6.286183234488551,7796,16068,0.0,8
110000,420000,33304670.582862478,3330.4670582862477,6.342788166609351,8437,15427,129.34016708203126,11
150000,280000,33275898.620950285,3327.589862095029,6.406415193857224,8107,15757,37.11439150176011,8
140000,440000,33254906.252934903,3325.49062529349,6.318278342273012,7434,16430,0.0,8
150000,340000,33212122.934514403,3321.2122934514405,6.302612319951067,7638,16226,120.00618638575543,8
200000,280000,33157846.557579026,3315.784655757903,6.284389873955082,7158,16706,0.0,6
150000,300000,33145465.54999927,3314.546554999927,6.361454816065808,7825,16039,51.646043996326625,8
20000,460000,33144804.693557344,3314.480469355735,6.6370245239286625,14458,9406,0.0,55
70000,460000,33118014.08218265,3311.801408218265,6.459324785689211,9920,13944,153.66498269047588,17
130000,320000,33096106.344774835,3309.610634477483,6.321954287580316,8281,15583,5.126057116664015,9
130000,480000,33093345.95041027,3309.3345950410267,6.285450065409364,7484,16380,0.0,9
120000,320000,33070977.431356493,3307.0977431356496,6.17481725364743,8617,15247,0.0,10
