"trade_id","signal_id","signal_datetime","signal_entry_datetime_ist","entry_time","exit_time","ticker","side","setup","impulse_type","quantity","entry_price","exit_price","stop_price","target_price","outcome","pnl_rs","pnl_pct","quality_score","p_win","confidence_multiplier"
"PT-a40f86b3-110120","a40f86b348644a1f","2026-03-04 11:00:00+05:30","2026-03-04 11:00:00+05:30","2026-03-04 11:01:20+0530","2026-03-04 11:06:38+0530","SAIL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1626","153.52","154.67","154.67","151.68","SL","-1869.9","-0.7491","0.6513","0.0","1.0"
"PT-42983579-110113","429835796f55bd9c","2026-03-04 11:00:00+05:30","2026-03-04 11:00:00+05:30","2026-03-04 11:01:13+0530","2026-03-04 11:12:04+0530","PNB","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","2055","121.57","122.48","122.48","120.11","SL","-1870.05","-0.7485","0.7962","0.0","1.0"
"PT-283bcca3-110110","283bcca3bcff3ea0","2026-03-04 11:00:00+05:30","2026-03-04 11:00:00+05:30","2026-03-04 11:01:10+0530","2026-03-04 11:35:43+0530","ORCHPHARMA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","442","564.72","557.94","568.96","557.94","TARGET","2996.76","1.2006","0.8938","0.0","1.0"
"PT-c5316893-114640","c5316893a7872cad","2026-03-04 11:45:00+05:30","2026-03-04 11:45:00+05:30","2026-03-04 11:46:40+0530","2026-03-04 12:02:33+0530","ALLDIGI","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","322","773.91","779.72","779.72","764.62","SL","-1870.82","-0.7507","0.901","0.0","1.0"
"PT-b9b7837f-111600","b9b7837f61d26f1f","2026-03-04 11:15:00+05:30","2026-03-04 11:15:00+05:30","2026-03-04 11:16:00+0530","2026-03-04 12:16:05+0530","KSCL","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","345","722.39","713.72","727.81","713.72","TARGET","2991.15","1.2002","0.6662","0.0","1.0"
"PT-996b0c94-110123","996b0c948af3083e","2026-03-04 11:00:00+05:30","2026-03-04 11:00:00+05:30","2026-03-04 11:01:23+0530","2026-03-04 12:22:00+0530","SHARDACROP","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","236","1056.57","1043.89","1064.5","1043.89","TARGET","2992.48","1.2001","0.8043","0.0","1.0"
"PT-3db929c7-113046","3db929c78241e280","2026-03-04 11:30:00+05:30","2026-03-04 11:30:00+05:30","2026-03-04 11:30:46+0530","2026-03-04 13:03:51+0530","HINDCOPPER","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","459","544.23","548.31","548.31","537.7","SL","-1872.72","-0.7497","0.6552","0.0","1.0"
"PT-7dd40385-113055","7dd403853b6e910c","2026-03-04 11:30:00+05:30","2026-03-04 11:30:00+05:30","2026-03-04 11:30:55+0530","2026-03-04 13:09:33+0530","JKIL","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","519","481.01","484.62","484.62","475.24","SL","-1873.59","-0.7505","0.8616","0.0","1.0"
"PT-931eccfc-111614","931eccfcb666939c","2026-03-04 11:15:00+05:30","2026-03-04 11:15:00+05:30","2026-03-04 11:16:14+0530","2026-03-04 13:24:11+0530","PGEL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","429","582.11","586.48","586.48","575.12","SL","-1874.73","-0.7507","0.5946","0.0","1.0"
"PT-29806e60-114652","29806e6004cc0520","2026-03-04 11:45:00+05:30","2026-03-04 11:45:00+05:30","2026-03-04 11:46:52+0530","2026-03-04 13:24:42+0530","DEEPAKNTR","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","170","1467.77","1478.77","1478.77","1450.16","SL","-1870.0","-0.7494","0.96","0.0","1.0"
"PT-e34b78a7-121653","e34b78a78529e8af","2026-03-04 12:15:00+05:30","2026-03-04 12:15:00+05:30","2026-03-04 12:16:53+0530","2026-03-04 13:25:22+0530","CYIENT","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","284","877.41","883.99","883.99","866.89","SL","-1868.72","-0.7499","0.7446","0.0","1.0"
