"trade_id","signal_id","signal_datetime","signal_entry_datetime_ist","entry_time","exit_time","ticker","side","setup","impulse_type","quantity","entry_price","exit_price","stop_price","target_price","outcome","pnl_rs","pnl_pct","quality_score","p_win","confidence_multiplier"
"PT-5b487aef-124701","5b487aefbe010c99","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:01+0530","2026-03-13 12:52:08+0530","UDS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1749","142.85","143.82","143.82","141.56","SL","-1696.53","-0.679","0.8558","0.0","1.0"
"PT-51c07333-130253","51c07333be310104","2026-03-13 13:00:00+05:30","2026-03-13 13:00:00+05:30","2026-03-13 13:02:53+0530","2026-03-13 13:04:59+0530","ELGIEQUIP","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","534","467.62","470.8","470.8","463.41","SL","-1698.12","-0.68","0.96","0.0","1.0"
"PT-789f37cd-130108","789f37cd7f629e06","2026-03-13 13:00:00+05:30","2026-03-13 13:00:00+05:30","2026-03-13 13:01:08+0530","2026-03-13 13:05:42+0530","KIRLOSIND","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","93","2661.27","2679.37","2679.37","2637.32","SL","-1683.3","-0.6801","0.4881","0.0","1.0"
"PT-6daba951-124710","6daba95155917b54","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:10+0530","2026-03-13 13:10:43+0530","ABDL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","558","447.78","443.75","450.83","443.75","TARGET","2248.74","0.9","0.6848","0.0","1.0"
"PT-13c186cb-124611","13c186cb6e034707","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:46:11+0530","2026-03-13 13:12:45+0530","LT","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","71","3515.24","3483.6","3539.14","3483.6","TARGET","2246.44","0.9001","0.96","0.0","1.0"
"PT-aece49c9-130127","aece49c9398cd915","2026-03-13 13:00:00+05:30","2026-03-13 13:00:00+05:30","2026-03-13 13:01:27+0530","2026-03-13 13:16:00+0530","PAISALO","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","8000","31.23","30.95","31.44","30.95","TARGET","2240.0","0.8966","0.6921","0.0","1.0"
"PT-0e209050-113211","0e209050dd760231","2026-03-13 11:30:00+05:30","2026-03-13 11:30:00+05:30","2026-03-13 11:32:11+0530","2026-03-13 13:16:51+0530","PFS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","8979","27.83","27.58","28.02","27.58","TARGET","2244.75","0.8983","0.5131","0.0","1.0"
"PT-6a220ad9-130137","6a220ad9d9fd152d","2026-03-13 13:00:00+05:30","2026-03-13 13:00:00+05:30","2026-03-13 13:01:37+0530","2026-03-13 13:18:26+0530","REMSONSIND","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","2468","101.24","100.33","101.93","100.33","TARGET","2245.88","0.8989","0.8918","0.0","1.0"
"PT-d8de488a-124701","d8de488ae0e00b88","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:01+0530","2026-03-13 13:19:08+0530","UTTAMSUGAR","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1308","190.91","192.21","192.21","189.19","SL","-1700.4","-0.6809","0.6081","0.0","1.0"
"PT-593d125e-131749","593d125ecb1813f0","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30","2026-03-13 13:17:49+0530","2026-03-13 13:24:30+0530","SPLPETRO","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","373","669.67","663.64","674.23","663.64","TARGET","2249.19","0.9004","0.5377","0.0","1.0"
"PT-da329afd-103105","da329afde74d3d51","2026-03-13 10:30:00+05:30","2026-03-13 10:30:00+05:30","2026-03-13 10:31:05+0530","2026-03-13 13:42:19+0530","KINGFA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","62","4029.88","4057.29","4057.29","3993.61","SL","-1699.42","-0.6802","0.4526","0.0","1.0"
"PT-1f348327-133219","1f348327cfed6377","2026-03-13 13:30:00+05:30","2026-03-13 13:30:00+05:30","2026-03-13 13:32:19+0530","2026-03-13 13:44:00+0530","REPCOHOME","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","705","354.07","350.88","356.48","350.88","TARGET","2248.95","0.901","0.7377","0.0","1.0"
"PT-141b3747-124723","141b37471185e8ca","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:23+0530","2026-03-13 13:45:36+0530","BLS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1019","245.08","242.87","246.75","242.87","TARGET","2251.99","0.9017","0.6097","0.0","1.0"
"PT-2b853a06-130248","2b853a06eade1b16","2026-03-13 13:00:00+05:30","2026-03-13 13:00:00+05:30","2026-03-13 13:02:48+0530","2026-03-13 13:53:45+0530","DEEPAKFERT","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","264","945.48","951.91","951.91","936.97","SL","-1697.52","-0.6801","0.7214","0.0","1.0"
"PT-d8526267-130039","d85262679cad8a4e","2026-03-13 13:00:00+05:30","2026-03-13 13:00:00+05:30","2026-03-13 13:00:39+0530","2026-03-13 13:54:31+0530","GABRIEL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","297","839.43","831.87","845.14","831.87","TARGET","2245.32","0.9006","0.6779","0.0","1.0"
"PT-ea94b0bd-123035","ea94b0bd8d7b5e46","2026-03-13 12:30:00+05:30","2026-03-13 12:30:00+05:30","2026-03-13 12:30:35+0530","2026-03-13 13:58:05+0530","EXIDEIND","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","832","300.25","297.55","302.29","297.55","TARGET","2246.4","0.8993","0.4703","0.0","1.0"
"PT-776b48e8-131806","776b48e8229a6bdc","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30","2026-03-13 13:18:06+0530","2026-03-13 14:05:53+0530","VINCOFE","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","2028","123.17","124.01","124.01","122.06","SL","-1703.52","-0.682","0.676","0.0","1.0"
"PT-4f0171ce-131843","4f0171ce12a6c5db","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30","2026-03-13 13:18:43+0530","2026-03-13 14:08:31+0530","DREDGECORP","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","278","897.4","889.32","903.51","889.32","TARGET","2246.24","0.9004","0.93","0.0","1.0"
"PT-efeac882-131758","efeac8820ae79c6a","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30","2026-03-13 13:17:58+0530","2026-03-13 14:10:43+0530","TIINDIA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","102","2443.78","2460.4","2460.4","2421.78","SL","-1695.24","-0.6801","0.6434","0.0","1.0"
"PT-ec1b96ad-140313","ec1b96adff21b7d6","2026-03-13 14:00:00+05:30","2026-03-13 14:00:00+05:30","2026-03-13 14:03:13+0530","2026-03-13 14:13:39+0530","ASAL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","609","410.29","413.08","413.08","406.6","SL","-1699.11","-0.68","0.6991","0.0","1.0"
"PT-cf9bbf14-134819","cf9bbf14af89c075","2026-03-13 13:45:00+05:30","2026-03-13 13:45:00+05:30","2026-03-13 13:48:19+0530","2026-03-13 14:24:58+0530","DVL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1146","217.89","219.37","219.37","215.93","SL","-1696.08","-0.6792","0.5386","0.0","1.0"
"PT-dcc8286d-124717","dcc8286d6e114ab4","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:17+0530","2026-03-13 14:28:03+0530","ATUL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","41","6046.48","6087.6","6087.6","5992.06","SL","-1685.92","-0.6801","0.7396","0.0","1.0"
"PT-1b55fd79-124548","1b55fd790a77ab75","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:45:48+0530","2026-03-13 14:28:29+0530","HBLENGINE","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","378","659.37","663.86","663.86","653.43","SL","-1697.22","-0.681","0.6506","0.0","1.0"
"PT-23baebda-131839","23baebda59d887fe","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30","2026-03-13 13:18:39+0530","2026-03-13 14:33:11+0530","DBREALTY","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","2502","99.85","100.53","100.53","98.95","SL","-1701.36","-0.681","0.6666","0.0","1.0"
"PT-37ac6fac-130148","37ac6fac5d9a9753","2026-03-13 13:00:00+05:30","2026-03-13 13:00:00+05:30","2026-03-13 13:01:48+0530","2026-03-13 14:40:10+0530","SONACOMS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","507","492.35","487.92","495.7","487.92","TARGET","2246.01","0.8998","0.7164","0.0","1.0"
"PT-dcc2d104-124542","dcc2d1049be30e04","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:45:42+0530","2026-03-13 14:48:05+0530","GNA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","644","387.96","390.6","390.6","384.47","SL","-1700.16","-0.6805","0.7285","0.0","1.0"
"PT-62828605-134737","62828605bf1f9bfa","2026-03-13 13:45:00+05:30","2026-03-13 13:45:00+05:30","2026-03-13 13:47:37+0530","2026-03-13 14:52:28+0530","TIRUMALCHM","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1515","164.91","166.03","166.03","163.43","SL","-1696.8","-0.6792","0.6865","0.0","1.0"
"PT-7c99cdbd-131817","7c99cdbd2c976d9d","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30","2026-03-13 13:18:17+0530","2026-03-13 14:59:22+0530","AMBIKCO","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","186","1339.03","1326.98","1348.14","1326.98","TARGET","2241.3","0.8999","0.4437","0.0","1.0"
"PT-7134bfbb-124558","7134bfbb9882bb13","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:45:58+0530","2026-03-13 15:02:13+0530","INOXINDIA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","216","1155.12","1144.73","1162.98","1144.73","TARGET","2244.24","0.8995","0.5679","0.0","1.0"
"PT-675c1315-124713","675c1315e6197efd","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:13+0530","2026-03-13 15:07:16+0530","ANANTRAJ","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","549","454.32","450.23","457.41","450.23","TARGET","2245.41","0.9002","0.7131","0.0","1.0"
"PT-8ad6d56d-124710","8ad6d56db2887dc3","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:10+0530","2026-03-13 15:08:22+0530","ADVENZYMES","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","897","278.46","275.95","280.36","275.95","TARGET","2251.47","0.9014","0.86","0.0","1.0"
"PT-6e1a412f-131701","6e1a412f94f6c066","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30","2026-03-13 13:17:01+0530","2026-03-13 15:13:02+0530","MANGLMCEM","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","313","796.0","788.83","801.42","788.83","TARGET","2244.21","0.9008","0.6095","0.0","1.0"
"PT-c3353891-131806","c33538911c773b84","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30","2026-03-13 13:18:06+0530","2026-03-13 15:20:00+0530","VESUVIUS","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","522","478.21","476.0","481.46","473.9","EOD_CLOSE","1153.62","0.4621","0.7068","0.0","1.0"
"PT-112815d5-131614","112815d550bf645a","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30","2026-03-13 13:16:14+0530","2026-03-13 15:20:00+0530","GODREJAGRO","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","437","571.11","570.05","575.0","565.97","EOD_CLOSE","463.22","0.1856","0.8571","0.0","1.0"
"PT-c113cd86-130043","c113cd86e6bb233e","2026-03-13 13:00:00+05:30","2026-03-13 13:00:00+05:30","2026-03-13 13:00:43+0530","2026-03-13 15:20:01+0530","GMRAIRPORT","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","2789","89.59","89.45","90.2","88.78","EOD_CLOSE","390.46","0.1563","0.8443","0.0","1.0"
"PT-aa118f7a-131830","aa118f7a7d1bfd76","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30","2026-03-13 13:18:30+0530","2026-03-13 15:20:01+0530","BOROLTD","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1097","227.7","226.7","229.25","225.65","EOD_CLOSE","1097.0","0.4392","0.6795","0.0","1.0"
"PT-427149fe-124701","427149fe66a8678e","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:01+0530","2026-03-13 15:20:02+0530","USHAMART","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","611","408.3","407.75","411.08","404.62","EOD_CLOSE","336.05","0.1347","0.5916","0.0","1.0"
"PT-c3a555a4-103139","c3a555a4e3943e7b","2026-03-13 10:30:00+05:30","2026-03-13 10:30:00+05:30","2026-03-13 10:31:39+0530","2026-03-13 15:20:03+0530","SOUTHBANK","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","6544","38.12","38.01","38.38","37.78","EOD_CLOSE","719.84","0.2886","0.3852","0.0","1.0"
"PT-559c28ab-131843","559c28ab7c08c13c","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30","2026-03-13 13:18:43+0530","2026-03-13 15:20:04+0530","DODLA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","257","971.71","972.3","978.32","962.96","EOD_CLOSE","-151.63","-0.0607","0.6826","0.0","1.0"
