"trade_id","signal_id","signal_datetime","signal_entry_datetime_ist","entry_time","exit_time","ticker","side","setup","impulse_type","quantity","entry_price","exit_price","stop_price","target_price","outcome","pnl_rs","pnl_pct","quality_score","p_win","confidence_multiplier"
"PT-aece49c9-130127","aece49c9398cd915","2026-03-13 13:00:00+05:30","2026-03-13 13:00:00+05:30","2026-03-13 13:01:27+0530","2026-03-13 13:15:51+0530","PAISALO","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","8000","31.23","30.95","31.46","30.95","TARGET","2240.0","0.8966","0.6921","0.0","1.0"
"PT-0e209050-113210","0e209050dd760231","2026-03-13 11:30:00+05:30","2026-03-13 11:30:00+05:30","2026-03-13 11:32:10+0530","2026-03-13 13:16:50+0530","PFS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","8979","27.83","27.58","28.04","27.58","TARGET","2244.75","0.8983","0.5131","0.0","1.0"
"PT-6a220ad9-130137","6a220ad9d9fd152d","2026-03-13 13:00:00+05:30","2026-03-13 13:00:00+05:30","2026-03-13 13:01:37+0530","2026-03-13 13:18:26+0530","REMSONSIND","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","2468","101.24","100.33","102.0","100.33","TARGET","2245.88","0.8989","0.8918","0.0","1.0"
"PT-d8de488a-124700","d8de488ae0e00b88","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:00+0530","2026-03-13 13:26:29+0530","UTTAMSUGAR","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1308","190.91","192.34","192.34","189.19","SL","-1870.44","-0.749","0.6081","0.0","1.0"
"PT-da329afd-103104","da329afde74d3d51","2026-03-13 10:30:00+05:30","2026-03-13 10:30:00+05:30","2026-03-13 10:31:04+0530","2026-03-13 13:42:17+0530","KINGFA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","62","4029.88","4060.1","4060.1","3993.61","SL","-1873.64","-0.7499","0.4526","0.0","1.0"
"PT-1f348327-133219","1f348327cfed6377","2026-03-13 13:30:00+05:30","2026-03-13 13:30:00+05:30","2026-03-13 13:32:19+0530","2026-03-13 13:44:00+0530","REPCOHOME","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","705","354.07","350.88","356.73","350.88","TARGET","2248.95","0.901","0.7377","0.0","1.0"
"PT-141b3747-124722","141b37471185e8ca","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:22+0530","2026-03-13 13:45:34+0530","BLS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1019","245.08","242.87","246.92","242.87","TARGET","2251.99","0.9017","0.6097","0.0","1.0"
"PT-d8526267-130039","d85262679cad8a4e","2026-03-13 13:00:00+05:30","2026-03-13 13:00:00+05:30","2026-03-13 13:00:39+0530","2026-03-13 13:54:29+0530","GABRIEL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","297","839.43","831.87","845.73","831.87","TARGET","2245.32","0.9006","0.6779","0.0","1.0"
"PT-2b853a06-130248","2b853a06eade1b16","2026-03-13 13:00:00+05:30","2026-03-13 13:00:00+05:30","2026-03-13 13:02:48+0530","2026-03-13 13:55:35+0530","DEEPAKFERT","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","264","945.48","952.57","952.57","936.97","SL","-1871.76","-0.7499","0.7214","0.0","1.0"
"PT-ea94b0bd-123035","ea94b0bd8d7b5e46","2026-03-13 12:30:00+05:30","2026-03-13 12:30:00+05:30","2026-03-13 12:30:35+0530","2026-03-13 13:58:07+0530","EXIDEIND","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","832","300.25","297.55","302.5","297.55","TARGET","2246.4","0.8993","0.4703","0.0","1.0"
"PT-4f0171ce-131841","4f0171ce12a6c5db","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30","2026-03-13 13:18:41+0530","2026-03-13 14:08:30+0530","DREDGECORP","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","278","897.4","889.32","904.13","889.32","TARGET","2246.24","0.9004","0.93","0.0","1.0"
"PT-efeac882-131757","efeac8820ae79c6a","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30","2026-03-13 13:17:57+0530","2026-03-13 14:10:47+0530","TIINDIA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","102","2443.78","2462.11","2462.11","2421.78","SL","-1869.66","-0.7501","0.6434","0.0","1.0"
"PT-ec1b96ad-140313","ec1b96adff21b7d6","2026-03-13 14:00:00+05:30","2026-03-13 14:00:00+05:30","2026-03-13 14:03:13+0530","2026-03-13 14:20:17+0530","ASAL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","609","410.29","413.37","413.37","406.6","SL","-1875.72","-0.7507","0.6991","0.0","1.0"
"PT-dcc8286d-124716","dcc8286d6e114ab4","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:16+0530","2026-03-13 14:28:06+0530","ATUL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","41","6046.48","6091.83","6091.83","5992.06","SL","-1859.35","-0.75","0.7396","0.0","1.0"
"PT-23baebda-131838","23baebda59d887fe","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30","2026-03-13 13:18:38+0530","2026-03-13 14:33:54+0530","DBREALTY","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","2502","99.85","100.6","100.6","98.95","SL","-1876.5","-0.7511","0.6666","0.0","1.0"
"PT-37ac6fac-130148","37ac6fac5d9a9753","2026-03-13 13:00:00+05:30","2026-03-13 13:00:00+05:30","2026-03-13 13:01:48+0530","2026-03-13 14:40:09+0530","SONACOMS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","507","492.35","487.92","496.04","487.92","TARGET","2246.01","0.8998","0.7164","0.0","1.0"
"PT-8ad6d56d-124709","8ad6d56db2887dc3","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:09+0530","2026-03-13 14:59:12+0530","ADVENZYMES","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","897","278.56","276.05","280.65","276.05","TARGET","2251.47","0.9011","0.86","0.0","1.0"
"PT-675c1315-124712","675c1315e6197efd","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:12+0530","2026-03-13 15:07:12+0530","ANANTRAJ","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","549","454.32","450.23","457.73","450.23","TARGET","2245.41","0.9002","0.7131","0.0","1.0"
"PT-6e1a412f-131700","6e1a412f94f6c066","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30","2026-03-13 13:17:00+0530","2026-03-13 15:13:06+0530","MANGLMCEM","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","313","796.0","788.83","801.97","788.83","TARGET","2244.21","0.9008","0.6095","0.0","1.0"
"PT-559c28ab-131841","559c28ab7c08c13c","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30","2026-03-13 13:18:41+0530","2026-03-13 15:20:00+0530","DODLA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","257","971.71","972.3","979.0","962.96","EOD_CLOSE","-151.63","-0.0607","0.6826","0.0","1.0"
"PT-5b487aef-124700","5b487aefbe010c99","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:00+0530","2026-03-13 15:20:03+0530","UDS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1749","142.85","142.69","143.92","141.56","EOD_CLOSE","279.84","0.112","0.8558","0.0","1.0"
"PT-aa118f7a-131828","aa118f7a7d1bfd76","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30","2026-03-13 13:18:28+0530","2026-03-13 15:20:03+0530","BOROLTD","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1097","227.7","226.7","229.41","225.65","EOD_CLOSE","1097.0","0.4392","0.6795","0.0","1.0"
"PT-c3353891-131804","c33538911c773b84","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30","2026-03-13 13:18:04+0530","2026-03-13 15:20:05+0530","VESUVIUS","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","522","478.21","476.0","481.8","473.9","EOD_CLOSE","1153.62","0.4621","0.7068","0.0","1.0"
