"trade_id","signal_id","signal_datetime","signal_entry_datetime_ist","entry_time","exit_time","ticker","side","setup","impulse_type","quantity","entry_price","filled_price","exit_price","stop_price","target_price","outcome","pnl_rs","pnl_pct","entry_order_id","target_order_id","sl_order_id","close_order_id","quality_score"
"LT-b7c8e44f-104643","b7c8e44fbf49f3d7","2026-03-04 10:45:00+05:30","2026-03-04 10:45:00+05:30","2026-03-04 10:46:43+0530","2026-03-04 13:34:39+0530","UNITDSPR","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","1335.9","1335.8","1319.8","1345.8","1319.8","TARGET","16.0","1.1978","260304170802507","260304170802515","260304170802526","","0.5859"
"LT-283bcca3-110110","283bcca3bcff3ea0","2026-03-04 11:00:00+05:30","2026-03-04 11:00:00+05:30","2026-03-04 11:01:10+0530","2026-03-04 11:35:38+0530","ORCHPHARMA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","565.0","564.05","557.25","568.3","557.25","TARGET","6.8","1.2056","260304170861526","260304170861551","260304170861556","","0.8938"
"LT-42983579-110113","429835796f55bd9c","2026-03-04 11:00:00+05:30","2026-03-04 11:00:00+05:30","2026-03-04 11:01:13+0530","2026-03-04 15:20:10+0530","PNB","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","121.61","121.63","121.63","122.54","120.17","EOD_FLAT_NO_FORCE_CLOSE","0.0","0.0","260304170861797","260304170861816","260304170861818","","0.7962"
"LT-a40f86b3-110120","a40f86b348644a1f","2026-03-04 11:00:00+05:30","2026-03-04 11:00:00+05:30","2026-03-04 11:01:20+0530","2026-03-04 11:06:39+0530","SAIL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","153.66","153.6","154.75","154.75","151.76","SL","-1.15","-0.7487","260304170862293","260304170862306","260304170862309","","0.6513"
"LT-996b0c94-110123","996b0c948af3083e","2026-03-04 11:00:00+05:30","2026-03-04 11:00:00+05:30","2026-03-04 11:01:24+0530","2026-03-04 12:21:58+0530","SHARDACROP","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","1057.1","1057.1","1044.4","1065.0","1044.4","TARGET","12.7","1.2014","260304170862471","260304170862485","260304170862491","","0.8043"
"LT-6c0801a6-111552","6c0801a6f1bfed2e","2026-03-04 11:15:00+05:30","2026-03-04 11:15:00+05:30","","2026-03-04 11:15:52+0530","INDOAMIN","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","101.46","0.0","101.46","102.22","100.24","ENTRY_REJECTED_MIS_BLOCKED_OR_MISSING","0.0","0.0","","","","","0.4948"
"LT-b9b7837f-111600","b9b7837f61d26f1f","2026-03-04 11:15:00+05:30","2026-03-04 11:15:00+05:30","2026-03-04 11:16:00+0530","2026-03-04 12:16:04+0530","KSCL","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","1","722.75","722.3","713.65","727.7","713.65","TARGET","8.65","1.1976","260304170927632","260304170927644","260304170927646","","0.6662"
"LT-931eccfc-111614","931eccfcb666939c","2026-03-04 11:15:00+05:30","2026-03-04 11:15:00+05:30","2026-03-04 11:16:14+0530","2026-03-04 13:24:10+0530","PGEL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","582.4","582.4","586.8","586.75","575.4","SL","-4.4","-0.7555","260304170928475","260304170928483","260304170928491","","0.5946"
"LT-a9208b3a-111640","a9208b3a6fecb903","2026-03-04 11:15:00+05:30","2026-03-04 11:15:00+05:30","2026-03-04 11:16:40+0530","2026-03-04 13:48:32+0530","ZYDUSLIFE","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","891.95","891.75","898.5","898.45","881.05","SL","-6.75","-0.7569","260304170930111","260304170930120","260304170930126","","0.5812"
"LT-fd8f843d-111656","fd8f843db53dd88e","2026-03-04 11:15:00+05:30","2026-03-04 11:15:00+05:30","2026-03-04 11:16:56+0530","2026-03-04 15:20:10+0530","DOMS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","2194.8","2193.9","2193.9","2210.4","2167.6","EOD_FLAT_NO_FORCE_CLOSE","0.0","0.0","260304170931182","260304170931195","260304170931203","","0.7469"
"LT-3db929c7-113046","3db929c78241e280","2026-03-04 11:30:00+05:30","2026-03-04 11:30:00+05:30","2026-03-04 11:30:46+0530","2026-03-04 13:03:47+0530","HINDCOPPER","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","1","544.2","544.3","548.5","548.4","537.75","SL","-4.2","-0.7716","260304170987335","260304170987376","260304170987384","","0.6552"
"LT-ae0e9059-113053","ae0e905911666e5e","2026-03-04 11:30:00+05:30","2026-03-04 11:30:00+05:30","2026-03-04 11:30:53+0530","2026-03-04 14:21:16+0530","IPCALAB","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","1464.3","1463.5","1474.6","1474.5","1445.9","SL","-11.1","-0.7585","260304170987838","260304170987856","260304170987860","","0.7334"
"LT-7dd40385-113055-SKIP","7dd403853b6e910c","2026-03-04 11:30:00+05:30","2026-03-04 11:30:00+05:30","2026-03-04 11:30:55+0530","2026-03-04 11:30:55+0530","JKIL","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","1","481.25","0.0","481.25","484.86","475.48","ENTRY_SKIPPED_RISK_LIMIT","0.0","0.0","","","","","0.8616"
"LT-7d281826-114533","7d2818260c07d02d","2026-03-04 11:45:00+05:30","2026-03-04 11:45:00+05:30","2026-03-04 11:45:33+0530","2026-03-04 15:20:10+0530","FACT","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","674.6","674.65","674.65","679.7","666.55","EOD_FLAT_NO_FORCE_CLOSE","0.0","0.0","260304171044259","260304171044277","260304171044281","","0.8204"
"LT-c5316893-114640-SKIP","c5316893a7872cad","2026-03-04 11:45:00+05:30","2026-03-04 11:45:00+05:30","2026-03-04 11:46:40+0530","2026-03-04 11:46:40+0530","ALLDIGI","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","774.3","0.0","774.3","780.11","765.01","ENTRY_SKIPPED_RISK_LIMIT","0.0","0.0","","","","","0.901"
"LT-29806e60-114652-SKIP","29806e6004cc0520","2026-03-04 11:45:00+05:30","2026-03-04 11:45:00+05:30","2026-03-04 11:46:52+0530","2026-03-04 11:46:52+0530","DEEPAKNTR","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","1469.9","0.0","1469.9","1480.92","1452.26","ENTRY_SKIPPED_RISK_LIMIT","0.0","0.0","","","","","0.96"
