"signal_id","signal_datetime","received_time","detected_time_ist","logtime_ist","ticker","side","setup","impulse_type","entry_price","stop_price","target_price","quality_score","atr_pct","rsi","adx","quantity","signal_entry_datetime_ist","signal_bar_time_ist"
"8b26e830f26308de","2026-03-13 10:30:00+05:30","2026-03-13 10:30:47+0530","2026-03-13 10:30:47+0530","2026-03-13 10:30:47+0530","HEROMOTOCO","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","5209.46","5248.53","5146.94","0.873","0.006884","17.61","45.3","47","2026-03-13 10:30:00+05:30","2026-03-13 10:30:00+05:30"
"31a33ddb57186a43","2026-03-13 10:30:00+05:30","2026-03-13 10:30:56+0530","2026-03-13 10:30:56+0530","2026-03-13 10:30:56+0530","IPL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","143.55","144.63","141.83","0.4922","0.00865","26.59","27.18","1741","2026-03-13 10:30:00+05:30","2026-03-13 10:30:00+05:30"
"da329afde74d3d51","2026-03-13 10:30:00+05:30","2026-03-13 10:31:02+0530","2026-03-13 10:31:02+0530","2026-03-13 10:31:02+0530","KINGFA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","4028.09","4058.3","3979.76","0.4526","0.005117","29.98","26.47","62","2026-03-13 10:30:00+05:30","2026-03-13 10:30:00+05:30"
"fdebb7632daf721d","2026-03-13 10:30:00+05:30","2026-03-13 10:31:17+0530","2026-03-13 10:31:17+0530","2026-03-13 10:31:17+0530","NYKAA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","239.0","240.79","236.13","0.7528","0.006185","22.22","38.57","1046","2026-03-13 10:30:00+05:30","2026-03-13 10:30:00+05:30"
"5fc7fbfdfb0820aa","2026-03-13 10:45:00+05:30","2026-03-13 10:45:53+0530","2026-03-13 10:45:53+0530","2026-03-13 10:45:53+0530","IDBI","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","94.22","94.93","93.09","0.5416","0.007586","22.54","26.21","2653","2026-03-13 10:45:00+05:30","2026-03-13 10:45:00+05:30"
"7e4f9130271d14bb","2026-03-13 10:45:00+05:30","2026-03-13 10:47:15+0530","2026-03-13 10:47:15+0530","2026-03-13 10:47:15+0530","CANBK","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","135.62","136.64","133.99","0.4787","0.007246","25.61","25.82","1843","2026-03-13 10:45:00+05:30","2026-03-13 10:45:00+05:30"
"0e209050dd760231","2026-03-13 11:30:00+05:30","2026-03-13 11:32:08+0530","2026-03-13 11:32:08+0530","2026-03-13 11:32:08+0530","PFS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","27.84","28.05","27.51","0.5131","0.007461","36.99","33.29","8979","2026-03-13 11:30:00+05:30","2026-03-13 11:30:00+05:30"
"18045bb8f8b59aee","2026-03-13 12:15:00+05:30","2026-03-13 12:16:54+0530","2026-03-13 12:16:54+0530","2026-03-13 12:16:54+0530","UNOMINDA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1022.2","1029.87","1009.93","0.6843","0.007688","21.42","36.82","244","2026-03-13 12:15:00+05:30","2026-03-13 12:15:00+05:30"
"ea94b0bd8d7b5e46","2026-03-13 12:30:00+05:30","2026-03-13 12:30:33+0530","2026-03-13 12:30:33+0530","2026-03-13 12:30:33+0530","EXIDEIND","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","300.4","302.65","296.8","0.4703","0.006374","29.08","31.47","832","2026-03-13 12:30:00+05:30","2026-03-13 12:30:00+05:30"
"78564dcab39a50e0","2026-03-13 12:30:00+05:30","2026-03-13 12:30:42+0530","2026-03-13 12:30:42+0530","2026-03-13 12:30:42+0530","GPTHEALTH","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","122.46","123.38","120.99","0.601","0.007376","31.8","29.42","2041","2026-03-13 12:30:00+05:30","2026-03-13 12:30:00+05:30"
"3ba3f8c45d8bd103","2026-03-13 12:30:00+05:30","2026-03-13 12:31:56+0530","2026-03-13 12:31:56+0530","2026-03-13 12:31:56+0530","YASHO","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1287.8","1297.46","1272.35","0.7229","0.009653","20.42","34.2","194","2026-03-13 12:30:00+05:30","2026-03-13 12:30:00+05:30"
"4106afadb4172b4c","2026-03-13 12:45:00+05:30","2026-03-13 12:46:40+0530","2026-03-13 12:46:40+0530","2026-03-13 12:46:40+0530","SAPPHIRE","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","156.76","157.94","154.88","0.6908","0.011376","23.2","35.33","1594","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30"
"5b487aefbe010c99","2026-03-13 12:45:00+05:30","2026-03-13 12:46:56+0530","2026-03-13 12:46:56+0530","2026-03-13 12:46:56+0530","UDS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","142.92","143.99","141.2","0.8558","0.007314","26.82","43.05","1749","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30"
"d8de488ae0e00b88","2026-03-13 12:45:00+05:30","2026-03-13 12:46:58+0530","2026-03-13 12:46:58+0530","2026-03-13 12:46:58+0530","UTTAMSUGAR","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","191.01","192.44","188.72","0.6081","0.00552","27.63","26.54","1308","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30"
"6daba95155917b54","2026-03-13 12:45:00+05:30","2026-03-13 12:47:05+0530","2026-03-13 12:47:05+0530","2026-03-13 12:47:05+0530","ABDL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","447.9","451.26","442.53","0.6848","0.008173","23.53","32.46","558","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30"
"8ad6d56db2887dc3","2026-03-13 12:45:00+05:30","2026-03-13 12:47:07+0530","2026-03-13 12:47:07+0530","2026-03-13 12:47:07+0530","ADVENZYMES","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","278.7","280.79","275.36","0.86","0.006509","16.31","43.33","897","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30"
"675c1315e6197efd","2026-03-13 12:45:00+05:30","2026-03-13 12:47:10+0530","2026-03-13 12:47:10+0530","2026-03-13 12:47:10+0530","ANANTRAJ","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","454.55","457.96","449.1","0.7131","0.007595","29.49","33.54","549","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30"
"dcc8286d6e114ab4","2026-03-13 12:45:00+05:30","2026-03-13 12:47:14+0530","2026-03-13 12:47:14+0530","2026-03-13 12:47:14+0530","ATUL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","6049.5","6094.87","5976.91","0.7396","0.005978","25.1","35.3","41","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30"
"141b37471185e8ca","2026-03-13 12:45:00+05:30","2026-03-13 12:47:20+0530","2026-03-13 12:47:20+0530","2026-03-13 12:47:20+0530","BLS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","245.2","247.04","242.26","0.6097","0.006042","31.37","31.44","1019","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30"
"d85262679cad8a4e","2026-03-13 13:00:00+05:30","2026-03-13 13:00:37+0530","2026-03-13 13:00:37+0530","2026-03-13 13:00:37+0530","GABRIEL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","839.85","846.15","829.77","0.6779","0.007339","22.27","31.19","297","2026-03-13 13:00:00+05:30","2026-03-13 13:00:00+05:30"
"789f37cd7f629e06","2026-03-13 13:00:00+05:30","2026-03-13 13:01:06+0530","2026-03-13 13:01:06+0530","2026-03-13 13:01:06+0530","KIRLOSIND","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","2662.6","2682.57","2630.65","0.4881","0.009597","27.36","29.35","93","2026-03-13 13:00:00+05:30","2026-03-13 13:00:00+05:30"
"aece49c9398cd915","2026-03-13 13:00:00+05:30","2026-03-13 13:01:25+0530","2026-03-13 13:01:25+0530","2026-03-13 13:01:25+0530","PAISALO","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","31.25","31.48","30.88","0.6921","0.005551","24.1","32.14","8000","2026-03-13 13:00:00+05:30","2026-03-13 13:00:00+05:30"
"6a220ad9d9fd152d","2026-03-13 13:00:00+05:30","2026-03-13 13:01:35+0530","2026-03-13 13:01:35+0530","2026-03-13 13:01:35+0530","REMSONSIND","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","101.29","102.05","100.07","0.8918","0.007041","28.05","50.91","2468","2026-03-13 13:00:00+05:30","2026-03-13 13:00:00+05:30"
"37ac6fac5d9a9753","2026-03-13 13:00:00+05:30","2026-03-13 13:01:45+0530","2026-03-13 13:01:45+0530","2026-03-13 13:01:45+0530","SONACOMS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","492.6","496.29","486.69","0.7164","0.006642","27.43","33.76","507","2026-03-13 13:00:00+05:30","2026-03-13 13:00:00+05:30"
"2b853a06eade1b16","2026-03-13 13:00:00+05:30","2026-03-13 13:02:46+0530","2026-03-13 13:02:46+0530","2026-03-13 13:02:46+0530","DEEPAKFERT","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","945.95","953.04","934.6","0.7214","0.007833","27.62","36.43","264","2026-03-13 13:00:00+05:30","2026-03-13 13:00:00+05:30"
"51c07333be310104","2026-03-13 13:00:00+05:30","2026-03-13 13:02:51+0530","2026-03-13 13:02:51+0530","2026-03-13 13:02:51+0530","ELGIEQUIP","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","467.85","471.36","462.24","0.96","0.007803","24.31","53.68","534","2026-03-13 13:00:00+05:30","2026-03-13 13:00:00+05:30"
"6e1a412f94f6c066","2026-03-13 13:15:00+05:30","2026-03-13 13:16:58+0530","2026-03-13 13:16:58+0530","2026-03-13 13:16:58+0530","MANGLMCEM","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","796.4","802.37","786.84","0.6095","0.006886","33.68","35.03","313","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30"
"efeac8820ae79c6a","2026-03-13 13:15:00+05:30","2026-03-13 13:17:55+0530","2026-03-13 13:17:55+0530","2026-03-13 13:17:55+0530","TIINDIA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","2445.0","2463.34","2415.66","0.6434","0.006909","32.3","30.48","102","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30"
"c33538911c773b84","2026-03-13 13:15:00+05:30","2026-03-13 13:18:02+0530","2026-03-13 13:18:02+0530","2026-03-13 13:18:02+0530","VESUVIUS","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","478.45","482.04","472.71","0.7068","0.006791","24.15","40.86","522","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30"
"aa118f7a7d1bfd76","2026-03-13 13:15:00+05:30","2026-03-13 13:18:26+0530","2026-03-13 13:18:26+0530","2026-03-13 13:18:26+0530","BOROLTD","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","227.81","229.52","225.08","0.6795","0.011949","25.49","31.3","1097","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30"
"23baebda59d887fe","2026-03-13 13:15:00+05:30","2026-03-13 13:18:36+0530","2026-03-13 13:18:36+0530","2026-03-13 13:18:36+0530","DBREALTY","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","99.9","100.65","98.7","0.6666","0.009097","29.23","39.15","2502","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30"
"559c28ab7c08c13c","2026-03-13 13:15:00+05:30","2026-03-13 13:18:38+0530","2026-03-13 13:18:38+0530","2026-03-13 13:18:38+0530","DODLA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","972.2","979.49","960.53","0.6826","0.005296","29.52","35.45","257","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30"
"4f0171ce12a6c5db","2026-03-13 13:15:00+05:30","2026-03-13 13:18:39+0530","2026-03-13 13:18:39+0530","2026-03-13 13:18:39+0530","DREDGECORP","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","897.85","904.58","887.08","0.93","0.00692","19.77","48.0","278","2026-03-13 13:15:00+05:30","2026-03-13 13:15:00+05:30"
"1f348327cfed6377","2026-03-13 13:30:00+05:30","2026-03-13 13:32:17+0530","2026-03-13 13:32:17+0530","2026-03-13 13:32:17+0530","REPCOHOME","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","354.25","356.91","350.0","0.7377","0.005111","23.82","35.18","705","2026-03-13 13:30:00+05:30","2026-03-13 13:30:00+05:30"
"ec1b96adff21b7d6","2026-03-13 14:00:00+05:30","2026-03-13 14:03:11+0530","2026-03-13 14:03:11+0530","2026-03-13 14:03:11+0530","ASAL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","410.5","413.58","405.57","0.6991","0.004969","27.15","32.61","609","2026-03-13 14:00:00+05:30","2026-03-13 14:00:00+05:30"
