"signal_id","signal_datetime","received_time","detected_time_ist","logtime_ist","ticker","side","setup","impulse_type","entry_price","stop_price","target_price","quality_score","atr_pct","rsi","adx","quantity","signal_entry_datetime_ist","signal_bar_time_ist"
"141e55869ed6702e","2026-03-16 10:30:00+05:30","2026-03-16 10:30:43+0530","2026-03-16 10:30:43+0530","2026-03-16 10:30:43+0530","FINOPB","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","148.72","149.73","147.38","0.9355","0.015668","9.18","49.26","1681","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"4175c529aff1f3ed","2026-03-16 10:30:00+05:30","2026-03-16 10:30:47+0530","2026-03-16 10:30:47+0530","2026-03-16 10:30:47+0530","GENUSPOWER","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","237.0","238.61","234.87","0.6965","0.01106","29.62","42.63","1054","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"e5d7188f362bb471","2026-03-16 10:30:00+05:30","2026-03-16 10:30:52+0530","2026-03-16 10:30:52+0530","2026-03-16 10:30:52+0530","GODFRYPHLP","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1981.6","1995.07","1963.77","0.7392","0.007354","25.88","47.04","126","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"9c0352a486bc950f","2026-03-16 10:30:00+05:30","2026-03-16 10:30:56+0530","2026-03-16 10:30:56+0530","2026-03-16 10:30:56+0530","GPTINFRA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","99.75","100.43","98.85","0.4514","0.009299","28.01","27.6","2506","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"e524ed23f2fdfcc9","2026-03-16 10:30:00+05:30","2026-03-16 10:31:06+0530","2026-03-16 10:31:06+0530","2026-03-16 10:31:06+0530","HIKAL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","168.34","169.48","166.82","0.8628","0.00879","27.14","53.67","1485","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"2a86097157d20300","2026-03-16 10:30:00+05:30","2026-03-16 10:31:07+0530","2026-03-16 10:31:07+0530","2026-03-16 10:31:07+0530","HINDCOPPER","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","476.75","479.99","472.46","0.8287","0.010418","23.24","60.24","524","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"3559ef5e0cd2c2df","2026-03-16 10:30:00+05:30","2026-03-16 10:31:11+0530","2026-03-16 10:31:11+0530","2026-03-16 10:31:11+0530","HPL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","277.05","278.93","274.56","0.6209","0.017164","16.34","39.34","902","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"7d11dd79ced696c6","2026-03-16 10:30:00+05:30","2026-03-16 10:31:19+0530","2026-03-16 10:31:19+0530","2026-03-16 10:31:19+0530","IOC","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","149.36","150.38","148.02","0.7451","0.007819","18.74","41.28","1673","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"61d5c4f672276c69","2026-03-16 10:30:00+05:30","2026-03-16 10:31:24+0530","2026-03-16 10:31:24+0530","2026-03-16 10:31:24+0530","JSL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","679.6","684.22","673.48","0.6178","0.007923","26.75","42.53","367","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"5a17a086952efe66","2026-03-16 10:30:00+05:30","2026-03-16 10:31:24+0530","2026-03-16 10:31:24+0530","2026-03-16 10:31:24+0530","JSWINFRA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","248.6","250.29","246.36","0.6058","0.005896","30.73","41.37","1005","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"ea5072daecdc107a","2026-03-16 10:30:00+05:30","2026-03-16 10:31:27+0530","2026-03-16 10:31:27+0530","2026-03-16 10:31:27+0530","KCP","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","138.08","139.02","136.84","0.6214","0.00962","25.75","36.42","1810","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"4e53d5df8c8e27c5","2026-03-16 10:30:00+05:30","2026-03-16 10:31:33+0530","2026-03-16 10:31:33+0530","2026-03-16 10:31:33+0530","LODHA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","839.8","845.51","832.24","0.5156","0.008191","32.55","28.52","297","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"e515fbbc08fea964","2026-03-16 10:30:00+05:30","2026-03-16 10:31:40+0530","2026-03-16 10:31:40+0530","2026-03-16 10:31:40+0530","MOREPENLAB","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","37.29","37.54","36.95","0.7668","0.009137","24.47","55.98","6704","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"0f7eab825e2b9e94","2026-03-16 10:30:00+05:30","2026-03-16 10:31:52+0530","2026-03-16 10:31:52+0530","2026-03-16 10:31:52+0530","PNGJL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","532.0","535.62","527.21","0.5591","0.012424","25.64","33.96","469","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"f102925c59321676","2026-03-16 10:30:00+05:30","2026-03-16 10:31:54+0530","2026-03-16 10:31:54+0530","2026-03-16 10:31:54+0530","PPLPHARMA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","136.7","137.63","135.47","0.8791","0.007224","22.65","54.29","1828","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"bb8b633be2ef4994","2026-03-16 10:30:00+05:30","2026-03-16 10:31:56+0530","2026-03-16 10:31:56+0530","2026-03-16 10:31:56+0530","PREMEXPLN","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","430.75","433.68","426.87","0.8211","0.011233","22.28","51.12","580","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"5d9dfa381b2d3343","2026-03-16 10:30:00+05:30","2026-03-16 10:31:58+0530","2026-03-16 10:31:58+0530","2026-03-16 10:31:58+0530","RALLIS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","232.55","234.13","230.46","0.6024","0.007913","25.4","30.77","1075","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"b02ac8fcbd4afd11","2026-03-16 10:30:00+05:30","2026-03-16 10:32:02+0530","2026-03-16 10:32:02+0530","2026-03-16 10:32:02+0530","ROSSARI","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","435.3","438.26","431.38","0.6752","0.005253","20.7","43.1","574","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"c0b349c44c069e31","2026-03-16 10:30:00+05:30","2026-03-16 10:32:09+0530","2026-03-16 10:32:09+0530","2026-03-16 10:32:09+0530","SERVOTECH","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","65.75","66.2","65.16","0.4266","0.011291","29.85","21.86","3802","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"1e91a69fab8921f6","2026-03-16 10:30:00+05:30","2026-03-16 10:32:22+0530","2026-03-16 10:32:22+0530","2026-03-16 10:32:22+0530","TIINDIA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","2379.0","2395.18","2357.59","0.7135","0.006961","26.61","41.69","105","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"12d45009052866cf","2026-03-16 10:30:00+05:30","2026-03-16 10:32:22+0530","2026-03-16 10:32:22+0530","2026-03-16 10:32:22+0530","TITAGARH","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","613.05","617.22","607.53","0.7814","0.007656","15.52","47.22","407","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"91df33fa2605170c","2026-03-16 10:30:00+05:30","2026-03-16 10:32:26+0530","2026-03-16 10:32:26+0530","2026-03-16 10:32:26+0530","UNIECOM","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","92.22","92.85","91.39","0.759","0.008116","27.31","49.04","2710","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"2f1ddc5d46d07230","2026-03-16 10:30:00+05:30","2026-03-16 10:32:33+0530","2026-03-16 10:32:33+0530","2026-03-16 10:32:33+0530","WONDERLA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","504.25","507.68","499.71","0.5254","0.007356","22.14","28.29","495","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"08acb4b31bcec88a","2026-03-16 10:30:00+05:30","2026-03-16 10:32:38+0530","2026-03-16 10:32:38+0530","2026-03-16 10:32:38+0530","ADSL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","97.05","97.71","96.18","0.7835","0.008566","29.75","53.89","2575","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"f00d77c4e5da56c5","2026-03-16 10:30:00+05:30","2026-03-16 10:32:44+0530","2026-03-16 10:32:44+0530","2026-03-16 10:32:44+0530","ARIHANTCAP","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","66.31","66.76","65.71","0.7384","0.011266","31.65","65.74","3770","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"740ff7be64961ba6","2026-03-16 10:30:00+05:30","2026-03-16 10:32:52+0530","2026-03-16 10:32:52+0530","2026-03-16 10:32:52+0530","BLUEDART","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","5068.5","5102.97","5022.88","0.7012","0.005699","30.23","42.22","49","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"7ec3bd0e179cf053","2026-03-16 10:30:00+05:30","2026-03-16 10:33:01+0530","2026-03-16 10:33:01+0530","2026-03-16 10:33:01+0530","DBREALTY","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","95.25","95.9","94.39","0.7549","0.011371","24.7","48.78","2624","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"21d2c56ddc96abc8","2026-03-16 10:30:00+05:30","2026-03-16 10:33:04+0530","2026-03-16 10:33:04+0530","2026-03-16 10:33:04+0530","DWARKESH","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","36.43","36.68","36.1","0.5951","0.010117","24.91","27.4","6862","2026-03-16 10:30:00+05:30","2026-03-16 10:30:00+05:30"
"e3ce18e4529e3e1d","2026-03-16 10:45:00+05:30","2026-03-16 10:45:59+0530","2026-03-16 10:45:59+0530","2026-03-16 10:45:59+0530","GSFC","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","151.35","152.38","149.99","0.4676","0.007695","29.65","24.62","1651","2026-03-16 10:45:00+05:30","2026-03-16 10:45:00+05:30"
"70683c5b6c45fe65","2026-03-16 10:45:00+05:30","2026-03-16 10:46:32+0530","2026-03-16 10:46:32+0530","2026-03-16 10:46:32+0530","LGBBROSLTD","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1710.1","1721.73","1694.71","0.96","0.008174","17.06","51.31","146","2026-03-16 10:45:00+05:30","2026-03-16 10:45:00+05:30"
"8a112c47ae8ffbf8","2026-03-16 10:45:00+05:30","2026-03-16 10:47:05+0530","2026-03-16 10:47:05+0530","2026-03-16 10:47:05+0530","SENCO","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","284.95","286.89","282.39","0.6114","0.009899","32.37","32.25","877","2026-03-16 10:45:00+05:30","2026-03-16 10:45:00+05:30"
"9d7fe154bbdfc50a","2026-03-16 10:45:00+05:30","2026-03-16 10:47:07+0530","2026-03-16 10:47:07+0530","2026-03-16 10:47:07+0530","SIEMENS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","3126.7","3147.96","3098.56","0.6855","0.009148","29.18","37.83","79","2026-03-16 10:45:00+05:30","2026-03-16 10:45:00+05:30"
"6aa990ab8b8bd6fe","2026-03-16 10:45:00+05:30","2026-03-16 10:47:21+0530","2026-03-16 10:47:21+0530","2026-03-16 10:47:21+0530","VAIBHAVGBL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","205.98","207.38","204.13","0.3562","0.00861","31.87","22.96","1213","2026-03-16 10:45:00+05:30","2026-03-16 10:45:00+05:30"
"10061c862a788c1e","2026-03-16 10:45:00+05:30","2026-03-16 10:47:27+0530","2026-03-16 10:47:27+0530","2026-03-16 10:47:27+0530","ZUARI","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","195.59","196.92","193.83","0.7646","0.009048","19.41","36.97","1278","2026-03-16 10:45:00+05:30","2026-03-16 10:45:00+05:30"
"ed06a416f79bcf9f","2026-03-16 10:45:00+05:30","2026-03-16 10:47:31+0530","2026-03-16 10:47:31+0530","2026-03-16 10:47:31+0530","AFFLE","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1313.9","1322.83","1302.07","0.5784","0.007558","32.78","39.22","190","2026-03-16 10:45:00+05:30","2026-03-16 10:45:00+05:30"
"eb2a8e727bbc98c2","2026-03-16 10:45:00+05:30","2026-03-16 10:47:36+0530","2026-03-16 10:47:36+0530","2026-03-16 10:47:36+0530","ASAL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","396.35","399.05","392.78","0.7751","0.012299","19.96","43.24","630","2026-03-16 10:45:00+05:30","2026-03-16 10:45:00+05:30"
"e5ffe6bd02de16e5","2026-03-16 10:45:00+05:30","2026-03-16 10:47:41+0530","2026-03-16 10:47:41+0530","2026-03-16 10:47:41+0530","BALMLAWRIE","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","159.4","160.48","157.97","0.8743","0.007169","18.27","44.29","1568","2026-03-16 10:45:00+05:30","2026-03-16 10:45:00+05:30"
"fd6309f2ab87ff96","2026-03-16 10:45:00+05:30","2026-03-16 10:47:49+0530","2026-03-16 10:47:49+0530","2026-03-16 10:47:49+0530","CIEINDIA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","429.25","432.17","425.39","0.9376","0.008372","26.48","51.07","582","2026-03-16 10:45:00+05:30","2026-03-16 10:45:00+05:30"
"784a8a00cf40ee59","2026-03-16 10:45:00+05:30","2026-03-16 10:47:52+0530","2026-03-16 10:47:52+0530","2026-03-16 10:47:52+0530","DATAPATTNS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","3093.6","3114.64","3065.76","0.5587","0.012866","27.65","27.19","80","2026-03-16 10:45:00+05:30","2026-03-16 10:45:00+05:30"
"f87a9aac2e9f4446","2026-03-16 10:45:00+05:30","2026-03-16 10:47:57+0530","2026-03-16 10:47:57+0530","2026-03-16 10:47:57+0530","ELECON","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","368.55","371.06","365.23","0.865","0.009637","27.76","52.56","678","2026-03-16 10:45:00+05:30","2026-03-16 10:45:00+05:30"
"ba9d33dee3e28a6b","2026-03-16 11:00:00+05:30","2026-03-16 11:00:59+0530","2026-03-16 11:00:59+0530","2026-03-16 11:00:59+0530","FORTIS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","819.1","824.67","811.73","0.6199","0.00841","31.43","28.42","305","2026-03-16 11:00:00+05:30","2026-03-16 11:00:00+05:30"
"0ef9b53e6b78010c","2026-03-16 11:00:00+05:30","2026-03-16 11:01:55+0530","2026-03-16 11:01:55+0530","2026-03-16 11:01:55+0530","MSUMI","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","38.17","38.43","37.83","0.6343","0.008312","26.42","31.2","6549","2026-03-16 11:00:00+05:30","2026-03-16 11:00:00+05:30"
