"trade_id","signal_id","signal_datetime","signal_entry_datetime_ist","entry_time","exit_time","ticker","side","setup","impulse_type","quantity","entry_price","filled_price","exit_price","stop_price","target_price","outcome","pnl_rs","pnl_pct","entry_order_id","target_order_id","sl_order_id","close_order_id","quality_score"
"LT-8b26e830-103050","8b26e830f26308de","2026-03-13 10:30:00+05:30","2026-03-13 10:30:00+05:30","2026-03-13 10:30:50+0530","2026-03-13 11:28:38+0530","HEROMOTOCO","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","5209.46","5192.5","5228.0","5228.0","5145.5","SL","-35.5","-0.6837","260313170555075","260313170555102","260313170555104","","0.873"
"LT-31a33ddb-103058","31a33ddb57186a43","2026-03-13 10:30:00+05:30","2026-03-13 10:30:00+05:30","2026-03-13 10:30:58+0530","2026-03-13 11:55:54+0530","IPL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","143.55","143.03","141.74","144.01","141.74","TARGET","1.29","0.9019","260313170555638","260313170555650","260313170555654","","0.4922"
"LT-da329afd-103105","da329afde74d3d51","2026-03-13 10:30:00+05:30","2026-03-13 10:30:00+05:30","2026-03-13 10:31:05+0530","2026-03-13 12:38:14+0530","KINGFA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","4028.09","4020.8","4051.2","4048.2","3984.6","SL","-30.4","-0.7561","260313170556067","260313170556080","260313170556092","","0.4526"
"LT-05941291-103108","0594129153714283","2026-03-13 10:30:00+05:30","2026-03-13 10:30:00+05:30","","2026-03-13 10:31:08+0530","LIKHITHA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","144.2","0.0","144.2","145.18","142.9","ENTRY_REJECTED_MIS_BLOCKED_OR_MISSING","0.0","0.0","","","","","0.3643"
"LT-fdebb763-103119","fdebb7632daf721d","2026-03-13 10:30:00+05:30","2026-03-13 10:30:00+05:30","2026-03-13 10:31:20+0530","2026-03-13 11:28:32+0530","NYKAA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","239.0","238.9","240.6","240.55","236.75","SL","-1.7","-0.7116","260313170557022","260313170557047","260313170557052","","0.7528"
"LT-8b4e3e2c-103133","8b4e3e2c679f327f","2026-03-13 10:30:00+05:30","2026-03-13 10:30:00+05:30","2026-03-13 10:31:34+0530","2026-03-13 12:33:01+0530","SANOFI","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","3569.29","3563.7","3531.6","3588.0","3531.6","TARGET","32.1","0.9007","260313170558027","260313170558032","260313170558036","","0.8238"
"LT-c3a555a4-103139","c3a555a4e3943e7b","2026-03-13 10:30:00+05:30","2026-03-13 10:30:00+05:30","2026-03-13 10:31:39+0530","2026-03-13 15:20:10+0530","SOUTHBANK","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","38.2","38.14","38.14","38.4","37.8","EOD_FLAT_NO_FORCE_CLOSE","0.0","0.0","260313170558393","260313170558414","260313170558418","","0.3852"
"LT-bfa2817d-103151","bfa2817da1d423e4","2026-03-13 10:30:00+05:30","2026-03-13 10:30:00+05:30","2026-03-13 10:31:51+0530","2026-03-13 10:53:08+0530","WCIL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","90.17","89.78","90.62","90.39","88.97","SL","-0.84","-0.9356","260313170559374","260313170559406","260313170559419","","0.7034"
"LT-67ef26af-103210","67ef26af5e8b47ac","2026-03-13 10:30:00+05:30","2026-03-13 10:30:00+05:30","2026-03-13 10:32:10+0530","2026-03-13 11:31:49+0530","BODALCHEM","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","43.81","43.69","44.07","43.99","43.3","SL","-0.38","-0.8698","260313170560999","260313170561024","260313170561031","","0.2624"
"LT-e48644f0-104638","e48644f0c26646cc","2026-03-13 10:45:00+05:30","2026-03-13 10:45:00+05:30","2026-03-13 10:46:38+0530","2026-03-13 10:51:45+0530","SHYAMMETL","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","1","767.55","767.1","772.7","772.3","760.2","SL","-5.6","-0.73","260313170615032","260313170615044","260313170615048","","0.4251"
"LT-29eb77e8-104650","29eb77e849a08913","2026-03-13 10:45:00+05:30","2026-03-13 10:45:00+05:30","2026-03-13 10:46:50+0530","2026-03-13 11:04:22+0530","UNIONBANK","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","174.97","174.92","176.13","176.11","173.35","SL","-1.21","-0.6917","260313170615607","260313170615619","260313170615621","","0.6353"
"LT-0e209050-113211","0e209050dd760231","2026-03-13 11:30:00+05:30","2026-03-13 11:30:00+05:30","2026-03-13 11:32:11+0530","2026-03-13 12:31:14+0530","PFS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","27.84","27.89","27.64","28.08","27.64","TARGET","0.25","0.8964","260313170771821","260313170771836","260313170771846","","0.5131"
"LT-ea94b0bd-123035","ea94b0bd8d7b5e46","2026-03-13 12:30:00+05:30","2026-03-13 12:30:00+05:30","2026-03-13 12:30:35+0530","2026-03-13 14:55:58+0530","EXIDEIND","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","300.4","300.2","297.5","302.25","297.5","TARGET","2.7","0.8994","260313170968465","260313170968478","260313170968484","","0.4703"
"LT-78564dca-123044","78564dcab39a50e0","2026-03-13 12:30:00+05:30","2026-03-13 12:30:00+05:30","2026-03-13 12:30:44+0530","2026-03-13 12:51:03+0530","GPTHEALTH","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","122.46","122.46","123.29","123.29","121.36","SL","-0.83","-0.6778","260313170968913","260313170968929","260313170968934","","0.601"
"LT-3ba3f8c4-123159","3ba3f8c45d8bd103","2026-03-13 12:30:00+05:30","2026-03-13 12:30:00+05:30","2026-03-13 12:31:59+0530","2026-03-13 12:39:04+0530","YASHO","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","1287.8","1285.0","1294.4","1293.8","1273.4","SL","-9.4","-0.7315","260313170976424","260313170976455","260313170976465","","0.7229"
"LT-dcc2d104-124542","dcc2d1049be30e04","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:45:42+0530","2026-03-13 14:47:49+0530","GNA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","388.15","387.65","390.4","390.3","384.15","SL","-2.75","-0.7094","260313171040533","260313171040554","260313171040561","","0.7285"
"LT-1b55fd79-124548","1b55fd790a77ab75","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:45:48+0530","2026-03-13 14:28:26+0530","HBLENGINE","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","659.7","660.0","664.2","664.5","654.05","SL","-4.2","-0.6364","260313171040983","260313171040995","260313171041000","","0.6506"
"LT-7134bfbb-124558","7134bfbb9882bb13","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:45:58+0530","2026-03-13 14:01:58+0530","INOXINDIA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","1155.7","1155.7","1145.3","1163.6","1145.3","TARGET","10.4","0.8999","260313171041729","260313171041740","260313171041744","","0.5679"
"LT-13c186cb-124611","13c186cb6e034707","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:46:12+0530","2026-03-13 13:12:33+0530","LT","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","3519.0","3517.0","3485.3","3540.9","3485.3","TARGET","31.7","0.9013","260313171042961","260313171042979","260313171042984","","0.96"
"LT-4106afad-124642","4106afadb4172b4c","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:46:42+0530","2026-03-13 12:48:06+0530","SAPPHIRE","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","156.76","156.82","158.0","157.89","155.41","SL","-1.18","-0.7525","260313171045213","260313171045228","260313171045237","","0.6908"
"LT-5b487aef-124701","5b487aefbe010c99","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:01+0530","2026-03-13 12:52:03+0530","UDS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","142.92","142.91","143.9","143.88","141.62","SL","-0.99","-0.6927","260313171046672","260313171046707","260313171046710","","0.8558"
"LT-427149fe-124701","427149fe66a8678e","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:01+0530","2026-03-13 15:20:10+0530","USHAMART","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","408.5","408.5","408.5","411.3","404.8","EOD_FLAT_NO_FORCE_CLOSE","0.0","0.0","260313171046692","260313171046714","260313171046719","","0.5916"
"LT-d8de488a-124701-SKIP","d8de488ae0e00b88","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:01+0530","2026-03-13 12:47:01+0530","UTTAMSUGAR","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","191.01","0.0","191.01","192.31","189.29","ENTRY_SKIPPED_RISK_LIMIT","0.0","0.0","","","","","0.6081"
"LT-6daba951-124710-SKIP","6daba95155917b54","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:10+0530","2026-03-13 12:47:10+0530","ABDL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","447.9","0.0","447.9","450.95","443.87","ENTRY_SKIPPED_RISK_LIMIT","0.0","0.0","","","","","0.6848"
"LT-8ad6d56d-124710-SKIP","8ad6d56db2887dc3","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:10+0530","2026-03-13 12:47:10+0530","ADVENZYMES","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","278.7","0.0","278.7","280.6","276.19","ENTRY_SKIPPED_RISK_LIMIT","0.0","0.0","","","","","0.86"
"LT-675c1315-124713-SKIP","675c1315e6197efd","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:13+0530","2026-03-13 12:47:13+0530","ANANTRAJ","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","454.55","0.0","454.55","457.64","450.46","ENTRY_SKIPPED_RISK_LIMIT","0.0","0.0","","","","","0.7131"
"LT-dcc8286d-124717-SKIP","dcc8286d6e114ab4","2026-03-13 12:45:00+05:30","2026-03-13 12:45:00+05:30","2026-03-13 12:47:17+0530","2026-03-13 12:47:17+0530","ATUL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1","6049.5","0.0","6049.5","6090.64","5995.05","ENTRY_SKIPPED_RISK_LIMIT","0.0","0.0","","","","","0.7396"
