"signal_id","signal_datetime","received_time","detected_time_ist","logtime_ist","ticker","side","setup","impulse_type","entry_price","stop_price","target_price","quality_score","atr_pct","rsi","adx","quantity","signal_entry_datetime_ist","signal_bar_time_ist"
"7f9434965857d45f","2026-03-10 10:45:00+05:30","2026-03-10 11:35:50+0530","2026-03-10 11:35:50+0530","2026-03-10 11:35:50+0530","NAVINFLUOR","LONG","A_MOD_BREAK_C1_HIGH","","6536.47","6498.56","6608.37","6.3795","0.0","0.0","0.0","38","2026-03-10 10:45:00+05:30","2026-03-10 10:45:00+05:30"
"8414bc6a9c52cc62","2026-03-10 14:15:00+05:30","2026-03-10 14:25:35+0530","2026-03-10 14:25:35+0530","2026-03-10 14:25:35+0530","VINDHYATEL","LONG","B_HUGE_GREEN_PULLBACK_HOLD_THEN_BREAK","","1112.23","1105.78","1124.46","6.6709","0.0","0.0","0.0","224","2026-03-10 14:15:00+05:30","2026-03-10 14:15:00+05:30"
"ae95cc2ed917d16e","2026-03-10 13:45:00+05:30","2026-03-10 14:27:27+0530","2026-03-10 14:27:27+0530","2026-03-10 14:27:27+0530","MAZDOCK","LONG","B_HUGE_GREEN_PULLBACK_HOLD_THEN_BREAK","","2450.58","2436.37","2477.54","6.2451","0.0","0.0","0.0","102","2026-03-10 13:45:00+05:30","2026-03-10 13:45:00+05:30"
