"trade_id","signal_id","signal_datetime","signal_entry_datetime_ist","entry_time","exit_time","ticker","side","setup","impulse_type","quantity","entry_price","exit_price","stop_price","target_price","outcome","pnl_rs","pnl_pct","quality_score","p_win","confidence_multiplier"
"PT-92642147-122748","92642147e1442ca5","2026-03-02 12:00:00+05:30","2026-03-02 12:00:00+05:30","2026-03-02 12:27:48+0530","2026-03-02 12:47:38+0530","PFS","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","8448","29.58","29.23","29.81","29.23","TARGET","2956.8","1.1832","0.4216","0.0","1.0"
"PT-1704dabb-122747","1704dabb16acb40b","2026-03-02 10:45:00+05:30","2026-03-02 10:45:00+05:30","2026-03-02 12:27:47+0530","2026-03-02 12:52:14+0530","JTLIND","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","4181","57.39","56.7","57.82","56.7","TARGET","2884.89","1.2023","0.449","0.0","1.0"
"PT-8c548a2e-122747","8c548a2e23578d40","2026-03-02 12:00:00+05:30","2026-03-02 12:00:00+05:30","2026-03-02 12:27:47+0530","2026-03-02 13:04:56+0530","CONFIPET","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","8333","29.91","30.14","30.14","29.55","SL","-1916.59","-0.769","0.5984","0.0","1.0"
"PT-cc409559-123033","cc40955916adb431","2026-03-02 12:30:00+05:30","2026-03-02 12:30:00+05:30","2026-03-02 12:30:33+0530","2026-03-02 13:16:23+0530","ETERNAL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1045","239.12","240.91","240.91","236.25","SL","-1870.55","-0.7486","0.5555","0.0","1.0"
"PT-e9b3b5d2-122747","e9b3b5d2652677b6","2026-03-02 10:30:00+05:30","2026-03-02 10:30:00+05:30","2026-03-02 12:27:47+0530","2026-03-02 13:19:32+0530","ROHLTD","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","715","344.38","346.96","346.96","340.25","SL","-1844.7","-0.7492","0.3949","0.0","1.0"
"PT-3c79986c-130150","3c79986c39230b77","2026-03-02 13:00:00+05:30","2026-03-02 13:00:00+05:30","2026-03-02 13:01:50+0530","2026-03-02 13:38:27+0530","ADOR","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","245","1017.59","1025.23","1025.23","1005.38","SL","-1871.8","-0.7508","0.7216","0.0","1.0"
"PT-d62938b7-122747","d62938b7ce40410a","2026-03-02 11:00:00+05:30","2026-03-02 11:00:00+05:30","2026-03-02 12:27:47+0530","2026-03-02 13:43:07+0530","MOTHERSON","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1941","127.03","125.5","127.99","125.5","TARGET","2969.73","1.2044","0.7656","0.0","1.0"
"PT-319712d6-122748","319712d620094226","2026-03-02 12:15:00+05:30","2026-03-02 12:15:00+05:30","2026-03-02 12:27:48+0530","2026-03-02 13:54:26+0530","HFCL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","3799","65.56","64.77","66.05","64.77","TARGET","3001.21","1.205","0.5492","0.0","1.0"
"PT-ed58168f-123151","ed58168ffb8fd185","2026-03-02 12:30:00+05:30","2026-03-02 12:30:00+05:30","2026-03-02 12:31:51+0530","2026-03-02 13:55:40+0530","ADANIGREEN","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","280","891.5","880.81","898.19","880.81","TARGET","2993.2","1.1991","0.903","0.0","1.0"
"PT-51a9e8fc-122748","51a9e8fce69992c6","2026-03-02 12:00:00+05:30","2026-03-02 12:00:00+05:30","2026-03-02 12:27:48+0530","2026-03-02 13:57:06+0530","IRCON","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","1828","136.27","134.64","137.3","134.64","TARGET","2979.64","1.1962","0.8159","0.0","1.0"
"PT-6ea0d0d5-111656","6ea0d0d5874ef988","2026-03-02 11:15:00+05:30","2026-03-02 11:15:00+05:30","2026-03-02 11:16:56+0530","2026-03-02 13:57:31+0530","BHARATRAS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","171","1454.97","1437.51","1465.88","1437.51","TARGET","2985.66","1.2","0.4318","0.0","1.0"
"PT-6b5c949b-122747","6b5c949b61de7915","2026-03-02 11:45:00+05:30","2026-03-02 11:45:00+05:30","2026-03-02 12:27:47+0530","2026-03-02 14:02:02+0530","JBMA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","473","525.09","518.79","529.03","518.79","TARGET","2979.9","1.1998","0.6041","0.0","1.0"
"PT-cbf7eccb-124604","cbf7eccba0a80dc3","2026-03-02 12:45:00+05:30","2026-03-02 12:45:00+05:30","2026-03-02 12:46:04+0530","2026-03-02 14:03:56+0530","LT","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","62","3976.21","4006.04","4006.04","3928.49","SL","-1849.46","-0.7502","0.9372","0.0","1.0"
"PT-3a181dbf-140128","3a181dbf3c14bc6e","2026-03-02 14:00:00+05:30","2026-03-02 14:00:00+05:30","2026-03-02 14:01:28+0530","2026-03-02 14:04:45+0530","SHYAMMETL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","302","826.89","833.09","833.09","816.96","SL","-1872.4","-0.7498","0.8298","0.0","1.0"
"PT-d547c7a4-123124","d547c7a4c55730e1","2026-03-02 12:30:00+05:30","2026-03-02 12:30:00+05:30","2026-03-02 12:31:24+0530","2026-03-02 14:05:06+0530","REDTAPE","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","2221","112.49","113.33","113.33","111.14","SL","-1865.64","-0.7467","0.7903","0.0","1.0"
"PT-4c1a1295-130103","4c1a1295287b9893","2026-03-02 13:00:00+05:30","2026-03-02 13:00:00+05:30","2026-03-02 13:01:03+0530","2026-03-02 14:06:34+0530","LINDEINDIA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","37","6607.69","6657.25","6657.25","6528.4","SL","-1833.72","-0.75","0.5106","0.0","1.0"
"PT-78bd09a7-123204","78bd09a7a535a954","2026-03-02 12:30:00+05:30","2026-03-02 12:30:00+05:30","2026-03-02 12:32:04+0530","2026-03-02 14:07:33+0530","CEMPRO","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","447","558.82","563.01","563.01","552.11","SL","-1872.93","-0.7498","0.666","0.0","1.0"
"PT-e11b60ff-130209","e11b60ff26f0b06d","2026-03-02 13:00:00+05:30","2026-03-02 13:00:00+05:30","2026-03-02 13:02:09+0530","2026-03-02 14:08:05+0530","DMART","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","66","3746.43","3774.52","3774.52","3701.47","SL","-1853.94","-0.7498","0.7224","0.0","1.0"
"PT-13094cae-122747","13094caeff85259b","2026-03-02 11:45:00+05:30","2026-03-02 11:45:00+05:30","2026-03-02 12:27:47+0530","2026-03-02 14:08:05+0530","M&M","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","75","3292.05","3316.74","3316.74","3252.54","SL","-1851.75","-0.75","0.7669","0.0","1.0"
"PT-e4c8a0c5-140122","e4c8a0c5737be457","2026-03-02 14:00:00+05:30","2026-03-02 14:00:00+05:30","2026-03-02 14:01:22+0530","2026-03-02 14:08:05+0530","RELIANCE","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","186","1342.33","1352.39","1352.39","1326.22","SL","-1871.16","-0.7494","0.96","0.0","1.0"
"PT-8c010bbc-134610","8c010bbcf46e1cd4","2026-03-02 13:45:00+05:30","2026-03-02 13:45:00+05:30","2026-03-02 13:46:10+0530","2026-03-02 14:08:17+0530","NAM-INDIA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","278","897.55","904.29","904.29","886.78","SL","-1873.72","-0.7509","0.8904","0.0","1.0"
"PT-2e9a6ff4-122748","2e9a6ff44e419221","2026-03-02 12:15:00+05:30","2026-03-02 12:15:00+05:30","2026-03-02 12:27:48+0530","2026-03-02 14:08:24+0530","KHAICHEM","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","4549","54.92","55.36","55.36","54.29","SL","-2001.56","-0.8012","0.3259","0.0","1.0"
"PT-58d9b2bb-130150","58d9b2bbb5c420c1","2026-03-02 13:00:00+05:30","2026-03-02 13:00:00+05:30","2026-03-02 13:01:50+0530","2026-03-02 14:09:06+0530","ADANIPORTS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","173","1437.28","1448.06","1448.06","1420.03","SL","-1864.94","-0.75","0.9533","0.0","1.0"
"PT-425828ff-134553","425828ffff5d2a31","2026-03-02 13:45:00+05:30","2026-03-02 13:45:00+05:30","2026-03-02 13:45:53+0530","2026-03-02 14:09:15+0530","IONEXCHANG","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","719","347.38","349.99","349.99","343.21","SL","-1876.59","-0.7513","0.96","0.0","1.0"
"PT-e6355711-131625","e63557110f427bfc","2026-03-02 13:15:00+05:30","2026-03-02 13:15:00+05:30","2026-03-02 13:16:25+0530","2026-03-02 14:13:06+0530","SHANKARA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","2367","105.56","106.35","106.35","104.29","SL","-1869.93","-0.7484","0.8206","0.0","1.0"
"PT-d76caef4-123151","d76caef49e9da551","2026-03-02 12:30:00+05:30","2026-03-02 12:30:00+05:30","2026-03-02 12:31:51+0530","2026-03-02 14:13:50+0530","ADANIENT","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","119","2087.86","2103.52","2103.52","2062.8","SL","-1863.54","-0.7501","0.7288","0.0","1.0"
"PT-cabde925-122748","cabde9252acd50a9","2026-03-02 12:00:00+05:30","2026-03-02 12:00:00+05:30","2026-03-02 12:27:48+0530","2026-03-02 14:17:08+0530","SWSOLAR","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","1324","188.59","190.1","190.1","186.42","SL","-1999.24","-0.8007","0.5704","0.0","1.0"
"PT-4dc2f81d-134558","4dc2f81df747a4df","2026-03-02 13:45:00+05:30","2026-03-02 13:45:00+05:30","2026-03-02 13:45:58+0530","2026-03-02 14:20:32+0530","KANSAINER","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1281","195.05","196.51","196.51","192.71","SL","-1870.26","-0.7485","0.869","0.0","1.0"
"PT-cf00d9aa-122748","cf00d9aaf30d1c72","2026-03-02 12:15:00+05:30","2026-03-02 12:15:00+05:30","2026-03-02 12:27:48+0530","2026-03-02 14:35:02+0530","FORTIS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","269","925.34","932.28","932.28","914.24","SL","-1866.86","-0.75","0.511","0.0","1.0"
"PT-11059266-124616","11059266bff5be87","2026-03-02 12:45:00+05:30","2026-03-02 12:45:00+05:30","2026-03-02 12:46:16+0530","2026-03-02 14:35:02+0530","ORIENTCEM","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","1676","149.03","150.15","150.15","147.24","SL","-1877.12","-0.7515","0.7979","0.0","1.0"
"PT-0b177613-122747","0b1776136592bd8b","2026-03-02 11:45:00+05:30","2026-03-02 11:45:00+05:30","2026-03-02 12:27:47+0530","2026-03-02 14:35:04+0530","JIOFIN","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1010","245.68","247.53","247.53","242.73","SL","-1868.5","-0.753","0.8135","0.0","1.0"
"PT-7c0642c2-133053","7c0642c269c13d42","2026-03-02 13:30:00+05:30","2026-03-02 13:30:00+05:30","2026-03-02 13:30:53+0530","2026-03-02 14:35:29+0530","IOB","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","7153","34.93","35.19","35.19","34.51","SL","-1859.78","-0.7443","0.8801","0.0","1.0"
"PT-6510d1d2-130204","6510d1d267b2bda7","2026-03-02 13:00:00+05:30","2026-03-02 13:00:00+05:30","2026-03-02 13:02:04+0530","2026-03-02 14:35:41+0530","CHOLAFIN","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","147","1690.85","1703.53","1703.53","1670.56","SL","-1863.96","-0.7499","0.7327","0.0","1.0"
"PT-ebeea82a-122748","ebeea82a11a00de1","2026-03-02 12:15:00+05:30","2026-03-02 12:15:00+05:30","2026-03-02 12:27:48+0530","2026-03-02 14:35:59+0530","HAPPYFORGE","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","194","1281.16","1290.77","1290.77","1265.79","SL","-1864.34","-0.7501","0.6632","0.0","1.0"
"PT-6025707e-122748","6025707ef61709bd","2026-03-02 12:00:00+05:30","2026-03-02 12:00:00+05:30","2026-03-02 12:27:48+0530","2026-03-02 14:36:40+0530","KPITTECH","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","333","749.77","755.78","755.78","741.15","SL","-2001.33","-0.8016","0.4174","0.0","1.0"
"PT-d94da929-134558","d94da929d936008e","2026-03-02 13:45:00+05:30","2026-03-02 13:45:00+05:30","2026-03-02 13:45:58+0530","2026-03-02 14:36:45+0530","JSWINFRA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1000","249.68","251.55","251.55","246.68","SL","-1870.0","-0.749","0.404","0.0","1.0"
"PT-1d1b5e92-122748","1d1b5e922c970c50","2026-03-02 12:15:00+05:30","2026-03-02 12:15:00+05:30","2026-03-02 12:27:48+0530","2026-03-02 14:41:12+0530","AZAD","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","152","1644.28","1656.61","1656.61","1624.55","SL","-1874.16","-0.7499","0.7959","0.0","1.0"
"PT-9a26af33-122747","9a26af3385a65860","2026-03-02 11:45:00+05:30","2026-03-02 11:45:00+05:30","2026-03-02 12:27:47+0530","2026-03-02 14:41:43+0530","KECL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","2929","84.59","85.22","85.22","83.58","SL","-1845.27","-0.7448","0.5787","0.0","1.0"
"PT-621ee206-123057","621ee206e8a6b94a","2026-03-02 12:30:00+05:30","2026-03-02 12:30:00+05:30","2026-03-02 12:30:57+0530","2026-03-02 14:44:38+0530","KAMATHOTEL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1379","181.15","182.51","182.51","178.98","SL","-1875.44","-0.7508","0.4905","0.0","1.0"
"PT-d145318f-122747","d145318fa721536c","2026-03-02 11:45:00+05:30","2026-03-02 11:45:00+05:30","2026-03-02 12:27:47+0530","2026-03-02 14:47:59+0530","AWL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1386","179.55","180.89","180.89","177.4","SL","-1857.24","-0.7463","0.7465","0.0","1.0"
"PT-f3386e73-113053","f3386e73cdcdaf52","2026-03-02 11:30:00+05:30","2026-03-02 11:30:00+05:30","2026-03-02 11:30:53+0530","2026-03-02 14:49:41+0530","JAGRAN","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","4006","62.37","62.84","62.84","61.62","SL","-1882.82","-0.7536","0.3979","0.0","1.0"
"PT-62d78161-110040","62d78161ce184964","2026-03-02 11:00:00+05:30","2026-03-02 11:00:00+05:30","2026-03-02 11:00:40+0530","2026-03-02 14:49:46+0530","GHCL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","534","467.92","471.43","471.43","462.3","SL","-1874.34","-0.7501","0.8824","0.0","1.0"
"PT-f231ef06-130150","f231ef06e9b4cc4d","2026-03-02 13:00:00+05:30","2026-03-02 13:00:00+05:30","2026-03-02 13:01:50+0530","2026-03-02 14:58:11+0530","ABREL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","200","1245.98","1255.33","1255.33","1231.03","SL","-1870.0","-0.7504","0.6033","0.0","1.0"
"PT-3a181dbf-151525","3a181dbf3c14bc6e","2026-03-02 14:00:00+05:30","2026-03-02 14:00:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:32+0530","SHYAMMETL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","302","826.89","833.5","833.5","817.37","SL","-1996.22","-0.7994","0.8298","0.0","1.0"
"PT-e11b60ff-151525","e11b60ff26f0b06d","2026-03-02 13:00:00+05:30","2026-03-02 13:00:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:32+0530","DMART","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","66","3747.93","3777.92","3777.92","3704.8","SL","-1979.34","-0.8002","0.7224","0.0","1.0"
"PT-f3901d38-151525","f3901d38f478727d","2026-03-02 12:00:00+05:30","2026-03-02 12:00:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:32+0530","IXIGO","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","1530","163.24","164.54","164.54","161.36","SL","-1989.0","-0.7964","0.693","0.0","1.0"
"PT-8c548a2e-151525","8c548a2e23578d40","2026-03-02 12:00:00+05:30","2026-03-02 12:00:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:32+0530","CONFIPET","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","8333","29.99","30.23","30.23","29.64","SL","-1999.92","-0.8003","0.5984","0.0","1.0"
"PT-cf00d9aa-151525","cf00d9aaf30d1c72","2026-03-02 12:15:00+05:30","2026-03-02 12:15:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:32+0530","FORTIS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","269","926.54","933.95","933.95","915.88","SL","-1993.29","-0.7997","0.511","0.0","1.0"
"PT-ebeea82a-151525","ebeea82a11a00de1","2026-03-02 12:15:00+05:30","2026-03-02 12:15:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:32+0530","HAPPYFORGE","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","194","1282.26","1292.52","1292.52","1267.51","SL","-1990.44","-0.8001","0.6632","0.0","1.0"
"PT-cbf7eccb-151525","cbf7eccba0a80dc3","2026-03-02 12:45:00+05:30","2026-03-02 12:45:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:35+0530","LT","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","62","3976.21","4008.04","4008.04","3930.46","SL","-1973.46","-0.8005","0.9372","0.0","1.0"
"PT-3c79986c-151525","3c79986c39230b77","2026-03-02 13:00:00+05:30","2026-03-02 13:00:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:35+0530","ADOR","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","245","1017.59","1025.74","1025.74","1005.88","SL","-1996.75","-0.8009","0.7216","0.0","1.0"
"PT-621ee206-151525","621ee206e8a6b94a","2026-03-02 12:30:00+05:30","2026-03-02 12:30:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:35+0530","KAMATHOTEL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1379","181.15","182.6","182.6","179.07","SL","-1999.55","-0.8004","0.4905","0.0","1.0"
"PT-d547c7a4-151525","d547c7a4c55730e1","2026-03-02 12:30:00+05:30","2026-03-02 12:30:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:35+0530","REDTAPE","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","2221","112.49","113.39","113.39","111.2","SL","-1998.9","-0.8001","0.7903","0.0","1.0"
"PT-2e9a6ff4-151525","2e9a6ff44e419221","2026-03-02 12:15:00+05:30","2026-03-02 12:15:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:35+0530","KHAICHEM","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","4549","54.92","55.36","55.36","54.29","SL","-2001.56","-0.8012","0.3259","0.0","1.0"
"PT-e4c8a0c5-151525","e4c8a0c5737be457","2026-03-02 14:00:00+05:30","2026-03-02 14:00:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:35+0530","RELIANCE","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","186","1342.33","1353.07","1353.07","1326.88","SL","-1997.64","-0.8001","0.96","0.0","1.0"
"PT-58d9b2bb-151525","58d9b2bbb5c420c1","2026-03-02 13:00:00+05:30","2026-03-02 13:00:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:35+0530","ADANIPORTS","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","173","1437.28","1448.79","1448.79","1420.74","SL","-1991.23","-0.8008","0.9533","0.0","1.0"
"PT-ccf5d671-151525","ccf5d67196368485","2026-03-02 12:30:00+05:30","2026-03-02 12:30:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:35+0530","VRLLOG","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","933","267.62","269.76","269.76","264.54","SL","-1996.62","-0.7996","0.8038","0.0","1.0"
"PT-7c0642c2-151525","7c0642c269c13d42","2026-03-02 13:30:00+05:30","2026-03-02 13:30:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:35+0530","IOB","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","7153","34.93","35.21","35.21","34.53","SL","-2002.84","-0.8016","0.8801","0.0","1.0"
"PT-d76caef4-151525","d76caef49e9da551","2026-03-02 12:30:00+05:30","2026-03-02 12:30:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:35+0530","ADANIENT","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","119","2087.86","2104.57","2104.57","2063.83","SL","-1988.49","-0.8003","0.7288","0.0","1.0"
"PT-4dc2f81d-151525","4dc2f81df747a4df","2026-03-02 13:45:00+05:30","2026-03-02 13:45:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:35+0530","KANSAINER","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1281","195.05","196.61","196.61","192.81","SL","-1998.36","-0.7998","0.869","0.0","1.0"
"PT-cc409559-151525","cc40955916adb431","2026-03-02 12:30:00+05:30","2026-03-02 12:30:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:35+0530","ETERNAL","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","1045","239.11","241.02","241.02","236.36","SL","-1995.95","-0.7988","0.5555","0.0","1.0"
"PT-78bd09a7-151525","78bd09a7a535a954","2026-03-02 12:30:00+05:30","2026-03-02 12:30:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:36+0530","CEMPRO","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","447","558.82","563.29","563.29","552.39","SL","-1998.09","-0.7999","0.666","0.0","1.0"
"PT-e6355711-151525","e63557110f427bfc","2026-03-02 13:15:00+05:30","2026-03-02 13:15:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:36+0530","SHANKARA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","2367","105.56","106.4","106.4","104.34","SL","-1988.28","-0.7958","0.8206","0.0","1.0"
"PT-92642147-151525","92642147e1442ca5","2026-03-02 12:00:00+05:30","2026-03-02 12:00:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:45+0530","PFS","SHORT","A_PULLBACK_C2_THEN_BREAK_C2_LOW","MODERATE","8448","29.58","29.23","29.81","29.23","TARGET","2956.8","1.1832","0.4216","0.0","1.0"
"PT-1704dabb-151525","1704dabb16acb40b","2026-03-02 10:45:00+05:30","2026-03-02 10:45:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:15:50+0530","JTLIND","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","4181","55.67","56.09","56.09","55.0","SL","-1756.02","-0.7544","0.449","0.0","1.0"
"PT-6510d1d2-151525","6510d1d267b2bda7","2026-03-02 13:00:00+05:30","2026-03-02 13:00:00+05:30","2026-03-02 15:15:25+0530","2026-03-02 15:16:05+0530","CHOLAFIN","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","147","1690.85","1704.39","1704.39","1671.4","SL","-1990.38","-0.8008","0.7327","0.0","1.0"
"PT-3d3967e5-122748","3d3967e5e226bccc","2026-03-02 12:00:00+05:30","2026-03-02 12:00:00+05:30","2026-03-02 12:27:48+0530","2026-03-02 15:16:06+0530","NUVAMA","SHORT","A_MOD_BREAK_C1_LOW","MODERATE","207","1198.0","1206.98","1206.98","1183.63","SL","-1858.86","-0.7496","0.7949","0.0","1.0"
